url,title,organization,date_created,date_updated,licence,notes,category
http://statistics.gov.scot/data/information-and-communication-technologies-ict-including-related-industries,Annual Business Survey: Information and communication technologies (ICT) including related industries,Scottish Government,2021-05-07T08:15:06Z,2022-05-09T10:04:06Z,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,,"Business, Enterprise and Energy"
http://statistics.gov.scot/data/social-security-scotland-clients-responding-to-equality-forms,Social Security Scotland: clients responding to equality forms,Scottish Government,2021-04-29T12:31:13Z,2021-09-22T10:24:06Z,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Number of clients responding to Equality Monitoring and Feedback forms since 9th December 2019.,"Economic Activity, Benefits and Tax Credits"
http://statistics.gov.scot/data/social-security-scotland-client-equalities-with-application-outcome,Social Security Scotland: clients equalities with application outcome,Scottish Government,2021-04-29T12:31:13Z,2021-09-22T10:24:06Z,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Application outcome for clients responding to Equality Monitoring and Feedback forms when making applications to Social Security Scotland since 9th December 2019.,"Economic Activity, Benefits and Tax Credits"
http://statistics.gov.scot/data/child-winter-heating-assistance,Child Winter Heating Assistance,Scottish Government,2021-04-28T12:45:36Z,2022-10-11T10:50:30.252Z,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,"Child Winter Heating Assistance payments and expenditure since November 2020
","Economic Activity, Benefits and Tax Credits"
http://statistics.gov.scot/data/residential-properties-sales-and-price,Residential Properties Sales and Price,Scottish Government,2021-03-10T10:53:16Z,2022-09-27T07:41:46.522Z,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,,Housing
http://statistics.gov.scot/data/scottish-government-spend-with-top-50-suppliers,Scottish Government Spend with Top 50 Suppliers,Scottish Government,2020-12-04T07:20:01Z,2021-07-20T12:36:53Z,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,"This dataset details the Scottish Government's spend with it's top 50 suppliers, calculated using spend by value, by financial year.  This comprises spend on goods, works and services.",Management Information
http://statistics.gov.scot/data/adults-16-64-years-with-low-or-no-qualifications,Adults (16-64 years) with low or no qualifications,Scottish Government,2020-09-11T07:58:20Z,2022-03-28T15:51:58Z,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Low or no qualification is SCQF level 4 or below,Labour Force
http://statistics.gov.scot/data/population-estimates-2011-datazone-linked-dataset,Population Estimates Summary (Current Geographic Boundaries),Scottish Government,2020-08-27T08:33:31Z,2022-10-25T08:21:45.675Z,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Mid-year population estimates. Higher geographies are aggregated from 2011 Data Zones.,Population
http://statistics.gov.scot/data/greenhouse-gas-emissions-by-national-communications-category,Greenhouse Gas Emissions by National Communications Category,Scottish Government,2020-06-19T07:41:58Z,2022-06-15T09:04:30Z,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,"This contains the results of the Scottish Greenhouse Gas Inventory, which is the key tool for understanding the origins and magnitudes of greenhouse emissions",Environment
http://statistics.gov.scot/data/social-security-scotland-clients-equalities-with-application-outcome-to-december-2019,Social Security Scotland: clients equalities with application outcome to December 2019,Scottish Government,2020-05-11T14:40:59Z,2021-05-06T15:35:00Z,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Application outcome for clients responding to Equality Monitoring and Feedback forms when making applications to Social Security Scotland from 10th December 2018 to 8th December 2019.,"Economic Activity, Benefits and Tax Credits"
http://statistics.gov.scot/data/social-security-scotland-clients-responding-to-equality-forms-to-december-2019,Social Security Scotland: clients responding to equality forms to December 2019,Scottish Government,2020-05-11T14:40:59Z,2021-05-06T15:35:00Z,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Number of clients responding to Equality Monitoring and Feedback forms from 10th December 2018 to 8th December 2019.,"Economic Activity, Benefits and Tax Credits"
http://statistics.gov.scot/data/coronavirus-covid-19-management-information,Coronavirus - COVID-19 - Management Information (up to 11/04/2022),Scottish Government,2020-04-23T10:13:59Z,2022-04-13T13:13:08Z,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,The data provide past data around COVID-19 for the daily updates provided by the Scottish Government.,Management Information
http://statistics.gov.scot/data/deaths-involving-coronavirus-covid-19,Deaths involving coronavirus (COVID-19),National Records of Scotland,2020-04-08T11:01:49Z,2023-02-23T09:30:15.047Z,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,"The weekly, and year to date, provisional number of deaths associated with coronavirus (COVID-19) registered in Scotland.",Population
http://statistics.gov.scot/data/population-estimates-young-and-old,Population Estimates: Young and Old ,Scottish Government,2020-04-06T15:53:28Z,2022-07-13T08:41:17Z,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Mid-year population estimates for 2018 onwards. Higher geographies are aggregated from 2011 Data Zones.,Population
http://statistics.gov.scot/data/scottish-index-of-multiple-deprivation---broadband-access-indicator,Scottish Index of Multiple Deprivation - Broadband Access Indicator,Scottish Government,2020-03-27T08:18:13Z,2020-03-31T09:55:18Z,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Dataset containing the Broadband Indicator used to calculate the SIMD 2020 Access To Services Domain,Scottish Index of Multiple Deprivation
http://statistics.gov.scot/data/young-carer-grant-applications,Young Carer Grant Applications and Payments,Scottish Government,2020-03-06T13:35:55Z,2022-12-20T15:16:53.469Z,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,"Applications received and authorised, and total value of payments for Young Carer Grant.","Economic Activity, Benefits and Tax Credits"
http://statistics.gov.scot/data/commuting-time-by-travel-to-work-areas,Commuting time by Travel to Work Areas,Scottish Government,2020-03-03T11:46:38Z,2020-03-11T12:02:30Z,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,,
http://statistics.gov.scot/data/scottish-index-of-multiple-deprivation-historical-i,Scottish Index of Multiple Deprivation (Historical) - 2004-2012,Scottish Government,2020-02-13T15:16:14Z,2020-02-13T15:16:14Z,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,"Data Zone (2001) level ranks and quantiles for the Scottish Index of Multiple Deprivation (SIMD) overall, and by individual domain for 2004, 2006, 2009 and 2012.",Scottish Index of Multiple Deprivation
http://statistics.gov.scot/data/scottish-index-of-multiple-deprivation-historical-ii,Scottish Index of Multiple Deprivation (Historical) - 2016,Scottish Government,2020-02-13T15:16:14Z,2020-02-13T15:16:14Z,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,"Data Zone level ranks and quantiles for the 2016 Scottish Index of Multiple Deprivation (SIMD) overall, and by individual domain",Scottish Index of Multiple Deprivation
http://statistics.gov.scot/data/scottish-index-of-multiple-deprivation,Scottish Index of Multiple Deprivation 2020,Scottish Government,2020-01-28T09:38:24Z,2020-06-12T15:40:42Z,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,,Scottish Index of Multiple Deprivation
http://statistics.gov.scot/data/national-performance-framework,National Performance Framework,Scottish Government,2019-12-18T14:37:43Z,2023-02-03T13:52:03.523Z,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,"Data underlying the National Performance Framework Indicators. These give a measure of national wellbeing including a range of economic, social and environmental indicators. ",Management Information
http://statistics.gov.scot/data/funeral-support-payment-applications-and-payments,Funeral Support Payment: Applications and Payments,Scottish Government,2019-12-18T10:27:27Z,2023-02-14T15:56:21.643Z,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,"Received applications, authorised applications and issued payments for Funeral Support Payment","Economic Activity, Benefits and Tax Credits"
http://statistics.gov.scot/data/personal-tax-credits-number-of-children,Personal Tax Credits: Number of Children,Scottish Government,2019-12-09T09:10:58Z,2019-12-09T09:10:58Z,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,"Number of children in families benefitting from tax credits. The figures presented are for live tax credit cases, at 31st August of the stated years.","Economic Activity, Benefits and Tax Credits"
http://statistics.gov.scot/data/personal-tax-credits-number-of-families,Personal Tax Credits: Number of Families,Scottish Government,2019-12-03T15:39:45Z,2019-12-03T15:39:45Z,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,"Number of families benefitting from tax credits. The figures presented are for live tax credit cases, at 31st August of the stated years.","Economic Activity, Benefits and Tax Credits"
http://statistics.gov.scot/data/local-service-satisfaction-sscq,Local Service Satisfaction - Scottish Surveys Core Questions,Scottish Government,2019-11-19T09:11:19Z,2021-01-21T08:18:52Z,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,,Access to Services
http://statistics.gov.scot/data/population-projections-2018-based,Population Projections (2018-based),National Records of Scotland,2019-10-21T16:04:46Z,2020-04-08T11:31:34Z,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,"Population projections for Scotland, based on 2018 population estimates",Population
http://statistics.gov.scot/data/scottish-index-of-multiple-deprivation---housing-indicators,Scottish Index of Multiple Deprivation - Housing Indicators,Scottish Government,2019-10-09T10:54:04Z,2019-10-09T10:54:04Z,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,The Scottish Index of Multiple Deprivation (SIMD) was published in August 2016. This dataset contains the indicators that were used to calculate the housing domain of SIMD.,Scottish Index of Multiple Deprivation
http://statistics.gov.scot/data/scottish-index-of-multiple-deprivation---education-indicators,Scottish Index of Multiple Deprivation - Education Indicators,Scottish Government,2019-10-09T10:54:04Z,2020-03-31T10:26:21Z,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,The Scottish Index of Multiple Deprivation (SIMD) was published in August 2016. This dataset contains the indicators that were used to calculate the education domain of SIMD. ,Scottish Index of Multiple Deprivation
http://statistics.gov.scot/data/scottish-index-of-multiple-deprivation---health-indicators,Scottish Index of Multiple Deprivation - Health Indicators,Scottish Government,2019-10-09T10:26:50Z,2020-03-31T10:23:31Z,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,The Scottish Index of Multiple Deprivation (SIMD) was published in August 2016. This dataset contains the indicators that were used to calculate the health domain of SIMD.,Scottish Index of Multiple Deprivation
http://statistics.gov.scot/data/social-security-scotland-feedback-suggestions,Social Security Scotland Feedback: Suggestions,Scottish Government,2019-10-09T08:11:26Z,2023-01-09T12:00:25.353Z,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Feedback statistics covering suggestions received by Social Security Scotland.,"Economic Activity, Benefits and Tax Credits"
http://statistics.gov.scot/data/scottish-health-survey-local-area-level-data,Scottish Health Survey-Local area level data,Scottish Government,2019-09-24T08:35:21Z,2022-11-22T15:14:42.164Z,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Indicators of population health and related risk factors from the Scottish Health Survey,Health and Social Care
http://statistics.gov.scot/data/scottish-health-survey-scotland-level-data,Scottish Health Survey-Scotland level data,Scottish Government,2019-09-24T08:34:54Z,2022-11-09T10:31:19.779Z,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Indicators of population health and related risk factors from the Scottish Health Survey (2008-2021). ,Health and Social Care
http://statistics.gov.scot/data/care-homes-type-of-stay,Care Homes: Type Of Stay,Public Health Scotland,2019-08-26T08:20:08Z,2021-09-03T16:10:23Z,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,The number of residents by their type of stay (long/short/respite stay) across care home sectors and for various main client groups.,Health and Social Care
http://statistics.gov.scot/data/care-homes-average-age-of-residents,Care Homes: Average Age of Residents,Public Health Scotland,2019-08-26T08:12:58Z,2021-09-03T16:10:23Z,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,"The mean and median age of long stay residents, as well as at the time of admission and discharge, by main client group.",Health and Social Care
http://statistics.gov.scot/data/care-homes-admissions-discharges-and-deaths,"Care Homes: Admissions, Discharges and Deaths",Public Health Scotland,2019-08-26T08:07:59Z,2021-09-03T16:10:23Z,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,"The number of admissions, discharges and deaths in care homes, for different main client groups.",Health and Social Care
http://statistics.gov.scot/data/care-homes-length-of-stay,Care Homes: Length Of Stay,Public Health Scotland,2019-08-26T08:02:03Z,2021-09-03T16:10:23Z,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,"The percentage of long stay care home residents by length of their stay, as well as mean and median lengths of stay",Health and Social Care
http://statistics.gov.scot/data/care-homes-weekly-charges-and-sources-of-funding,Care Homes: Weekly Charges and Sources of Funding,Public Health Scotland,2019-08-23T15:56:54Z,2021-09-03T16:10:23Z,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,"The weekly charges and sources of funding for long stay care home residents, with and without nursing care. All data is for care homes whose main client group is aged 65 years and older.
",Health and Social Care
http://statistics.gov.scot/data/care-homes-demography,Care Homes: Demographic Characteristics of Residents,Public Health Scotland,2019-08-23T15:49:43Z,2021-09-03T16:10:23Z,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,"The number and percentage of long stay residents by age and sex, for different main client groups",Health and Social Care
http://statistics.gov.scot/data/care-homes-health-characteristics-of-residents,Care Homes: Health Characteristics of Residents,Public Health Scotland,2019-08-23T15:09:40Z,2021-09-03T16:10:23Z,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,"The number and percentage of long stay residents by various health characteristics and those requiring nursing care, for different main client groups.",Health and Social Care
http://statistics.gov.scot/data/business-innovation,Business Innovation,Scottish Government,2019-08-23T11:05:46Z,2022-12-21T15:00:28.912Z,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Share of businesses involved in innovation activities since 2010-2012,"Business, Enterprise and Energy"
http://statistics.gov.scot/data/best-start-grant-expenditure,Best Start Grant and Best Start Foods: Expenditure,Scottish Government,2019-08-21T12:54:48Z,2023-01-26T14:26:09.203Z,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,"Expenditure for Best Start Grant (BSG) Pregnancy and Baby Payment, Early Learning Payment, School Age Payment and Best Start Foods Payment

Contact email- MI@socialsecurity.gov.scot","Economic Activity, Benefits and Tax Credits"
http://statistics.gov.scot/data/6-in-1-immunisation,6-in-1 Immunisation,Public Health Scotland,2019-08-01T15:40:13Z,2021-09-03T16:10:23Z,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Number and percent of children who have completed their primary immunisation course of the 6-in-1 vaccine by 24 months of age. The 6-in-1 vaccine replaced the 5-in-1 vaccine in the routine childhood immunisation schedule from 1 October 2017.,Health and Social Care
http://statistics.gov.scot/data/social-security-scotland-feedback-compliments,Social Security Scotland Feedback: Compliments,Scottish Government,2019-07-12T09:16:02Z,2023-01-09T11:59:49.735Z,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Feedback statistics covering compliments received by Social Security Scotland.,"Economic Activity, Benefits and Tax Credits"
http://statistics.gov.scot/data/social-security-scotland-feedback-complaint-outcomes,Social Security Scotland Feedback: Complaint Outcomes,Scottish Government,2019-07-12T09:09:15Z,2023-01-09T12:01:27.296Z,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Feedback statistics covering complaints received by Social Security Scotland.,"Economic Activity, Benefits and Tax Credits"
http://statistics.gov.scot/data/social-security-scotland-feedback-complaints,Social Security Scotland Feedback: Complaints,Scottish Government,2019-07-12T09:01:36Z,2023-01-09T12:01:00.973Z,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Feedback statistics covering complaints received by Social Security Scotland.,"Economic Activity, Benefits and Tax Credits"
http://statistics.gov.scot/data/community-payback-orders-commenced,Community Payback Orders: Commenced,Scottish Government,2019-06-19T12:33:17Z,2023-01-31T09:46:00.280Z,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Community payback orders commenced in each year from 2011-12 by age group and gender.,Crime and Justice
http://statistics.gov.scot/data/community-payback-orders-breach-applications,Community Payback Orders: Breach Applications,Scottish Government,2019-06-19T12:31:48Z,2023-01-31T09:46:55.735Z,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,"Breach applications during the life of Community Payback Orders which were completed/terminated in each year from 2012-13, by gender. ",Crime and Justice
http://statistics.gov.scot/data/best-start-grant,Best Start Grant and Best Start Foods: Applications,Scottish Government,2019-05-31T08:54:04Z,2023-01-26T14:29:53.488Z,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,"Received applications and authorised applications (awards) for Best Start Grant Pregnancy and Baby Payment,  Early Learning Payment, School Age Payment and Best Start Foods Payment","Economic Activity, Benefits and Tax Credits"
http://statistics.gov.scot/data/early-learning-and-childcare-children-registered,Early Learning and Childcare: Children Registered,Care Inspectorate,2019-05-22T12:00:27Z,2020-09-14T16:08:36Z,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Number and rate (per 100 children) of children registered to attend early learning and childcare services,Children and Young People
http://statistics.gov.scot/data/early-learning-and-childcare-services-registered,Early Learning and Childcare: Services Registered,Care Inspectorate,2019-05-22T11:18:29Z,2020-09-14T16:08:36Z,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,"Number and rate (per 10,000 people) of services registered to provide early learning and childcare",Children and Young People
http://statistics.gov.scot/data/carers-allowance-supplement,Carer's Allowance Supplement,Scottish Government,2019-05-14T10:11:09Z,2023-02-17T15:04:52.612Z,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,"Carer’s Allowance Supplement payments- number, percentage and expenditure. 
National values are broken down by age, gender and local authority.  ","Economic Activity, Benefits and Tax Credits"
http://statistics.gov.scot/data/data-zone-lookup,2011 Data Zone Lookup,Scottish Government,2019-04-25T12:46:09Z,2022-05-31T08:31:35Z,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,"Geography lookup tables used for aggregation, from 2011 data zones to higher level geographies",Geography
http://statistics.gov.scot/data/input-output,"Supply, Use and Input-Output Tables",Scottish Government,2019-04-23T15:33:29Z,2022-10-26T08:48:12.166Z,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,"Covering the period 1998-2019, these tables provide a complete picture of the flows of products in the Scottish onshore economy for a given year. 

They detail the relationship between producers and consumers and the interdependencies of industries.",Economy
http://statistics.gov.scot/data/scottish-landfill-tax,Scottish Landfill Tax,Revenue Scotland,2019-04-10T10:52:22Z,2022-09-28T15:13:06.939Z,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,"Scottish Landfill Tax (SLfT) revenues and contributions to the Scottish Landfill Communities Fund by quarter. The associated waste disposals by SLfT rate, the number of SLfT returns received and the number of landfill sites covered by these returns is also provided.",Economy
http://statistics.gov.scot/data/alcohol-related-hospital-statistics,Alcohol Related Hospital Statistics,Public Health Scotland,2019-04-08T08:26:40Z,2021-09-03T16:10:23Z,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,The alcohol-related inpatient and day case activity taking place within general acute hospitals and psychiatric hospitals in Scotland.,Health and Social Care
http://statistics.gov.scot/data/involvement-with-people-in-the-neighbourhood---scottish-household-survey,Involvement with people in the neighbourhood - Scottish Household Survey,Scottish Government,2019-03-26T19:19:37Z,2021-10-08T13:25:04Z,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,"Percentage of adults who agree with various statements about involvement with people in their neighbourhood, from the Scottish Household Survey (SHS)",Community Wellbeing and Social Environment
http://statistics.gov.scot/data/feeling-safe-when-alone-at-home---scottish-household-survey,Feeling safe when alone at home - Scottish Household Survey,Scottish Government,2019-03-14T14:28:52Z,2020-12-03T14:08:34Z,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,"How safe adults in Scotland feel when alone in their home at night, from the Scottish Household Survey (SHS)",Community Wellbeing and Social Environment
http://statistics.gov.scot/data/neighbourhood-safety-when-walking-alone---scottish-household-survey,Neighbourhood safety when walking alone - Scottish Household Survey,Scottish Government,2019-03-14T12:11:21Z,2020-12-03T14:00:42Z,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,"How safe adults in Scotland feel when walking alone in their neighbourhood after dark, from the Scottish Household Survey (SHS)",Community Wellbeing and Social Environment
http://statistics.gov.scot/data/green-or-blue-space-shs,Distance to Green or Blue Space - Scottish Household Survey,Scottish Government,2019-03-09T08:18:06Z,2021-10-08T13:25:04Z,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Percentage of adults living within various walking distances to their nearest green or blue space,Environment
http://statistics.gov.scot/data/underemployment,Underemployment,Scottish Government,2019-03-05T10:22:44Z,2022-03-28T15:51:58Z,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,People who are in work but who would prefer to work more hours for the same rate of pay,Labour Force
http://statistics.gov.scot/data/living-wage,Living Wage,Scottish Government,2019-02-28T08:27:59Z,2022-02-01T14:07:55Z,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,"Number and percentage of employees earning less than the living wage, based on workplace local authority",Labour Force
http://statistics.gov.scot/data/delayed-discharges-bed-days,Delayed Discharges - Monthly Bed Days Occupied,Public Health Scotland,2019-02-21T14:58:19Z,2023-02-08T15:06:24.178Z,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,"Number of bed days occupied by hospital inpatients who are ready for discharge, but whose discharge has been delayed.",Health and Social Care
