Title,Owner,PageURL,AssetURL,DateCreated,DateUpdated,FileSize,FileSizeUnit,FileType,NumRecords,OriginalTags,ManualTags,License,Description
Local Development Plan Rural Groupings (Moray),Moray Council,https://data-moray.opendata.arcgis.com/datasets/moray::local-development-plan-rural-groupings-moray/about,https://data-moray.opendata.arcgis.com/datasets/moray::local-development-plan-rural-groupings-moray/about,13/12/17,30/11/20,204.4,KB,GeoJSON,81,Planning;INSPIRE;Boundaries,Development Plans,INSPIRE Regulations 2009,
Primary School catchment areas,Moray Council,http://www.moray.gov.uk/moray_standard/page_110140.html,https://data-moray.opendata.arcgis.com/datasets/moray::primary-school-catchments-moray-non-denominational/about,24/03/17,30/11/20,4.6,KB,CSV,43,education;Open Data;boundaries,,Open Government Licence 3.0 (United Kingdom),Primary School Catchments (Moray) (non denominational)
Primary School catchment areas,Moray Council,http://www.moray.gov.uk/moray_standard/page_110140.html,https://data-moray.opendata.arcgis.com/datasets/moray::primary-school-catchments-moray-non-denominational/about,24/03/17,30/11/20,381.5,KB,KML,43,education;Open Data;boundaries,,Open Government Licence 3.0 (United Kingdom),Primary School Catchments (Moray) (non denominational)
Primary School catchment areas,Moray Council,http://www.moray.gov.uk/moray_standard/page_110140.html,https://data-moray.opendata.arcgis.com/datasets/moray::primary-school-catchments-moray-non-denominational/about,24/03/17,30/11/20,191.7,KB,Shapefile,43,education;Open Data;boundaries,,Open Government Licence 3.0 (United Kingdom),Primary School Catchments (Moray) (non denominational)
Primary School catchment areas,Moray Council,http://www.moray.gov.uk/moray_standard/page_110140.html,https://data-moray.opendata.arcgis.com/datasets/moray::primary-school-catchments-moray-non-denominational/about,24/03/17,30/11/20,430.3,KB,GeoJSON,43,education;Open Data;boundaries,,Open Government Licence 3.0 (United Kingdom),Primary School Catchments (Moray) (non denominational)
Primary School catchment areas,Moray Council,http://www.moray.gov.uk/moray_standard/page_110140.html,https://data-moray.opendata.arcgis.com/datasets/moray::primary-school-catchments-1996-2015-moray-non-denominational/about,27/10/17,30/11/20,1.8,KB,CSV,42,education;Open Data;boundaries,,Open Government Licence 3.0 (United Kingdom),Primary School Catchments 1996 - 2015 (Moray) (non denominational)
Primary School catchment areas,Moray Council,http://www.moray.gov.uk/moray_standard/page_110140.html,https://data-moray.opendata.arcgis.com/datasets/moray::primary-school-catchments-1996-2015-moray-non-denominational/about,27/10/17,30/11/20,361.2,KB,KML,42,education;Open Data;boundaries,,Open Government Licence 3.0 (United Kingdom),Primary School Catchments 1996 - 2015 (Moray) (non denominational)
Primary School catchment areas,Moray Council,http://www.moray.gov.uk/moray_standard/page_110140.html,https://data-moray.opendata.arcgis.com/datasets/moray::primary-school-catchments-1996-2015-moray-non-denominational/about,27/10/17,30/11/20,177.1,KB,Shapefile,42,education;Open Data;boundaries,,Open Government Licence 3.0 (United Kingdom),Primary School Catchments 1996 - 2015 (Moray) (non denominational)
Primary School catchment areas,Moray Council,http://www.moray.gov.uk/moray_standard/page_110140.html,https://data-moray.opendata.arcgis.com/datasets/moray::primary-school-catchments-1996-2015-moray-non-denominational/about,27/10/17,30/11/20,407.3,KB,GeoJSON,42,education;Open Data;boundaries,,Open Government Licence 3.0 (United Kingdom),Primary School Catchments 1996 - 2015 (Moray) (non denominational)
Primary School catchment areas,Moray Council,http://www.moray.gov.uk/moray_standard/page_110140.html,https://data-moray.opendata.arcgis.com/datasets/moray::primary-school-catchments-moray-denominational/about,07/10/17,30/11/20,724,B,CSV,4,education;Open Data;boundaries,,Open Government Licence 3.0 (United Kingdom),Primary School Catchments (Moray) (Denominational)
Primary School catchment areas,Moray Council,http://www.moray.gov.uk/moray_standard/page_110140.html,https://data-moray.opendata.arcgis.com/datasets/moray::primary-school-catchments-moray-denominational/about,07/10/17,30/11/20,215,KB,KML,4,education;Open Data;boundaries,,Open Government Licence 3.0 (United Kingdom),Primary School Catchments (Moray) (Denominational)
Primary School catchment areas,Moray Council,http://www.moray.gov.uk/moray_standard/page_110140.html,https://data-moray.opendata.arcgis.com/datasets/moray::primary-school-catchments-moray-denominational/about,07/10/17,30/11/20,121.2,KB,Shapefile,4,education;Open Data;boundaries,,Open Government Licence 3.0 (United Kingdom),Primary School Catchments (Moray) (Denominational)
Primary School catchment areas,Moray Council,http://www.moray.gov.uk/moray_standard/page_110140.html,https://data-moray.opendata.arcgis.com/datasets/moray::primary-school-catchments-moray-denominational/about,07/10/17,30/11/20,242.6,KB,GeoJSON,4,education;Open Data;boundaries,,Open Government Licence 3.0 (United Kingdom),Primary School Catchments (Moray) (Denominational)
Primary School catchment areas,Moray Council,http://www.moray.gov.uk/moray_standard/page_110140.html,https://data-moray.opendata.arcgis.com/datasets/moray::primary-school-catchments-2016-2017-moray-non-denominational/about,27/10/17,30/11/20,4.5,KB,CSV,43,education;Open Data;boundaries,,Open Government Licence 3.0 (United Kingdom),Primary School Catchments 2016 - 2017 (Moray) (non denominational)
Primary School catchment areas,Moray Council,http://www.moray.gov.uk/moray_standard/page_110140.html,https://data-moray.opendata.arcgis.com/datasets/moray::primary-school-catchments-2016-2017-moray-non-denominational/about,27/10/17,30/11/20,376.3,KB,KML,43,education;Open Data;boundaries,,Open Government Licence 3.0 (United Kingdom),Primary School Catchments 2016 - 2017 (Moray) (non denominational)
Primary School catchment areas,Moray Council,http://www.moray.gov.uk/moray_standard/page_110140.html,https://data-moray.opendata.arcgis.com/datasets/moray::primary-school-catchments-2016-2017-moray-non-denominational/about,27/10/17,30/11/20,188.4,KB,Shapefile,43,education;Open Data;boundaries,,Open Government Licence 3.0 (United Kingdom),Primary School Catchments 2016 - 2017 (Moray) (non denominational)
Primary School catchment areas,Moray Council,http://www.moray.gov.uk/moray_standard/page_110140.html,https://data-moray.opendata.arcgis.com/datasets/moray::primary-school-catchments-2016-2017-moray-non-denominational/about,27/10/17,30/11/20,423.6,KB,GeoJSON,43,education;Open Data;boundaries,,Open Government Licence 3.0 (United Kingdom),Primary School Catchments 2016 - 2017 (Moray) (non denominational)
Secondary School catchment areas,Moray Council,http://www.moray.gov.uk/moray_standard/page_110140.html,https://data-moray.opendata.arcgis.com/datasets/moray::secondary-school-catchments-2016-2017-moray-non-denominational/about,27/10/17,30/11/20,1.1,KB,CSV,8,education;Open Data;boundaries,,Open Government Licence 3.0 (United Kingdom),Secondary School Catchments 2016 - 2017 (Moray) (non denominational)
Secondary School catchment areas,Moray Council,http://www.moray.gov.uk/moray_standard/page_110140.html,https://data-moray.opendata.arcgis.com/datasets/moray::secondary-school-catchments-2016-2017-moray-non-denominational/about,27/10/17,30/11/20,251.8,KB,KML,8,education;Open Data;boundaries,,Open Government Licence 3.0 (United Kingdom),Secondary School Catchments 2016 - 2017 (Moray) (non denominational)
Secondary School catchment areas,Moray Council,http://www.moray.gov.uk/moray_standard/page_110140.html,https://data-moray.opendata.arcgis.com/datasets/moray::secondary-school-catchments-2016-2017-moray-non-denominational/about,27/10/17,30/11/20,110.8,KB,Shapefile,8,education;Open Data;boundaries,,Open Government Licence 3.0 (United Kingdom),Secondary School Catchments 2016 - 2017 (Moray) (non denominational)
Secondary School catchment areas,Moray Council,http://www.moray.gov.uk/moray_standard/page_110140.html,https://data-moray.opendata.arcgis.com/datasets/moray::secondary-school-catchments-2016-2017-moray-non-denominational/about,27/10/17,30/11/20,283.5,KB,GeoJSON,8,education;Open Data;boundaries,,Open Government Licence 3.0 (United Kingdom),Secondary School Catchments 2016 - 2017 (Moray) (non denominational)
Secondary School catchment areas,Moray Council,http://www.moray.gov.uk/moray_standard/page_110140.html,https://data-moray.opendata.arcgis.com/datasets/moray::secondary-school-catchments-1996-2016-moray-non-denominational/about,27/10/17,30/11/20,601,B,CSV,8,education;Open Data;boundaries,,Open Government Licence 3.0 (United Kingdom),Secondary School Catchments 1996 - 2016 (Moray) (non denominational)
Secondary School catchment areas,Moray Council,http://www.moray.gov.uk/moray_standard/page_110140.html,https://data-moray.opendata.arcgis.com/datasets/moray::secondary-school-catchments-1996-2016-moray-non-denominational/about,27/10/17,30/11/20,257.7,KB,KML,8,education;Open Data;boundaries,,Open Government Licence 3.0 (United Kingdom),Secondary School Catchments 1996 - 2016 (Moray) (non denominational)
Secondary School catchment areas,Moray Council,http://www.moray.gov.uk/moray_standard/page_110140.html,https://data-moray.opendata.arcgis.com/datasets/moray::secondary-school-catchments-1996-2016-moray-non-denominational/about,27/10/17,30/11/20,117.2,KB,Shapefile,8,education;Open Data;boundaries,,Open Government Licence 3.0 (United Kingdom),Secondary School Catchments 1996 - 2016 (Moray) (non denominational)
Secondary School catchment areas,Moray Council,http://www.moray.gov.uk/moray_standard/page_110140.html,https://data-moray.opendata.arcgis.com/datasets/moray::secondary-school-catchments-1996-2016-moray-non-denominational/about,27/10/17,30/11/20,291.6,KB,GeoJSON,8,education;Open Data;boundaries,,Open Government Licence 3.0 (United Kingdom),Secondary School Catchments 1996 - 2016 (Moray) (non denominational)
Secondary School catchment areas,Moray Council,http://www.moray.gov.uk/moray_standard/page_110140.html,https://data-moray.opendata.arcgis.com/datasets/moray::secondary-school-catchments-moray-non-denominational/about,03/06/17,30/11/20,1.2,KB,CSV,8,education;Open Data;boundaries,,Open Government Licence 3.0 (United Kingdom),Secondary School Catchments (Moray) (non denominational)
Secondary School catchment areas,Moray Council,http://www.moray.gov.uk/moray_standard/page_110140.html,https://data-moray.opendata.arcgis.com/datasets/moray::secondary-school-catchments-moray-non-denominational/about,03/06/17,30/11/20,249.1,KB,KML,8,education;Open Data;boundaries,,Open Government Licence 3.0 (United Kingdom),Secondary School Catchments (Moray) (non denominational)
Secondary School catchment areas,Moray Council,http://www.moray.gov.uk/moray_standard/page_110140.html,https://data-moray.opendata.arcgis.com/datasets/moray::secondary-school-catchments-moray-non-denominational/about,03/06/17,30/11/20,109.9,KB,Shapefile,8,education;Open Data;boundaries,,Open Government Licence 3.0 (United Kingdom),Secondary School Catchments (Moray) (non denominational)
Secondary School catchment areas,Moray Council,http://www.moray.gov.uk/moray_standard/page_110140.html,https://data-moray.opendata.arcgis.com/datasets/moray::secondary-school-catchments-moray-non-denominational/about,03/06/17,30/11/20,280.6,KB,GeoJSON,8,education;Open Data;boundaries,,Open Government Licence 3.0 (United Kingdom),Secondary School Catchments (Moray) (non denominational)
Secondary School catchment areas,Moray Council,http://www.moray.gov.uk/moray_standard/page_110140.html,https://data-moray.opendata.arcgis.com/datasets/moray::education-school-locations-moray/about,14/11/17,30/11/20,5.1,KB,CSV,54,education;Open Data,,Open Government Licence 3.0 (United Kingdom),Education School Locations (Moray)
Secondary School catchment areas,Moray Council,http://www.moray.gov.uk/moray_standard/page_110140.html,https://data-moray.opendata.arcgis.com/datasets/moray::education-school-locations-moray/about,14/11/17,30/11/20,7.4,KB,KML,54,education;Open Data,,Open Government Licence 3.0 (United Kingdom),Education School Locations (Moray)
Secondary School catchment areas,Moray Council,http://www.moray.gov.uk/moray_standard/page_110140.html,https://data-moray.opendata.arcgis.com/datasets/moray::education-school-locations-moray/about,14/11/17,30/11/20,7,KB,Shapefile,54,education;Open Data,,Open Government Licence 3.0 (United Kingdom),Education School Locations (Moray)
Secondary School catchment areas,Moray Council,http://www.moray.gov.uk/moray_standard/page_110140.html,https://data-moray.opendata.arcgis.com/datasets/moray::education-school-locations-moray/about,14/11/17,30/11/20,6.5,KB,GeoJSON,54,education;Open Data,,Open Government Licence 3.0 (United Kingdom),Education School Locations (Moray)
Adopted Core Paths,Aberdeenshire Council,https://www.aberdeenshire.gov.uk/online/open-data/,https://online.aberdeenshire.gov.uk/apps/OpenData/kml/adopted-core-paths.kmz,NULL,13/01/21,398,KB,KMZ,NULL,NULL,Roads; Transport,Custom,
Burial Grounds,Aberdeenshire Council,https://www.aberdeenshire.gov.uk/online/open-data/,https://online.aberdeenshire.gov.uk/apps/OpenData/kml/burial_grounds.kmz,NULL,11/10/18,94,KB,KMZ,NULL,NULL,Cemeteries,Open Government Licence 3.0 (United Kingdom),
Car Parks,Aberdeenshire Council,https://www.aberdeenshire.gov.uk/online/open-data/,https://online.aberdeenshire.gov.uk/apps/OpenData/kml/car_parks.kmz,NULL,11/10/18,49,KB,KMZ,NULL,NULL,Cap parks; transport,Open Government Licence 3.0 (United Kingdom),
Committee areas boundaries within Aberdeenshire,Aberdeenshire Council,https://www.aberdeenshire.gov.uk/online/open-data/,https://online.aberdeenshire.gov.uk/apps/OpenData/kml/aberdeenshire_council_committee_areas.kmz,NULL,12/09/19,452,KB,KMZ,NULL,NULL,Admininstration; boundaries; committees,,
Community councils within Aberdeenshire,Aberdeenshire Council,https://www.aberdeenshire.gov.uk/online/open-data/,https://online.aberdeenshire.gov.uk/apps/OpenData/kml/aberdeenshire_community_councils.kmz,NULL,20/05/21,2.9,MB,KMZ,NULL,NULL,Admininstration; boundaries; committees,Open Government Licence 3.0 (United Kingdom),
Contracts register,Aberdeenshire Council,https://www.aberdeenshire.gov.uk/online/open-data/,http://online.aberdeenshire.gov.uk/apps/opendata/csv/contractsregister.csv,NULL,05/05/21,86,KB,CSV,NULL,NULL,Business; Contracts,Open Government Licence 3.0 (United Kingdom),
Cooling tower register,Aberdeenshire Council,https://www.aberdeenshire.gov.uk/online/open-data/,https://online.aberdeenshire.gov.uk/apps/OpenData/csv/cooling-towers-register.csv,NULL,28/11/18,4,KB,CSV,NULL,NULL,Cooling Towers,Open Government Licence 3.0 (United Kingdom),
Cycle routes across Aberdeenshire,Aberdeenshire Council,https://www.aberdeenshire.gov.uk/online/open-data/,https://online.aberdeenshire.gov.uk/apps/OpenData/kml/aberdeenshire_cycle_routes.kmz,NULL,15/02/18,366,KB,KMZ,NULL,NULL,Cyle Routes,Open Government Licence 3.0 (United Kingdom),
Glass and textiles recycling points,Aberdeenshire Council,https://www.aberdeenshire.gov.uk/online/open-data/,https://online.aberdeenshire.gov.uk/apps/OpenData/kml/recycling_points.kmz,NULL,13/02/19,9,KB,KMZ,NULL,NULL,Recycling,Open Government Licence 3.0 (United Kingdom),
Green belt areas within Aberdeenshire,Aberdeenshire Council,https://www.aberdeenshire.gov.uk/online/open-data/,https://online.aberdeenshire.gov.uk/apps/OpenData/kml/aberdeenshire_LDP17_greenbelt.kmz,NULL,14/02/18,48,KB,KMZ,NULL,NULL,Green Belt; planning,Open Government Licence 3.0 (United Kingdom),
Grit bin locations,Aberdeenshire Council,https://www.aberdeenshire.gov.uk/online/open-data/,https://online.aberdeenshire.gov.uk/apps/OpenData/kml/grit_bins.kmz,NULL,11/10/18,101,KB,KMZ,NULL,NULL,Winter; roads; gritting,Open Government Licence 3.0 (United Kingdom),
Primary and secodary gritting routes within Aberdeenshire,Aberdeenshire Council,https://www.aberdeenshire.gov.uk/online/open-data/,https://online.aberdeenshire.gov.uk/apps/OpenData/kml/gritting_roads_main_and_secondary.kmz,NULL,20/12/20,251,KB,KMZ,NULL,NULL,Winter; roads; gritting,Open Government Licence 3.0 (United Kingdom),
Footway priorities 1 and 2 within Aberdeenshire,Aberdeenshire Council,https://www.aberdeenshire.gov.uk/online/open-data/,https://online.aberdeenshire.gov.uk/apps/OpenData/kml/gritting_footways_priorities_1_and_2.kmz,NULL,20/12/20,1.4,MB,KMZ,NULL,NULL,Winter; roads; gritting,Open Government Licence 3.0 (United Kingdom),
Harbours (owned by the council),Aberdeenshire Council,https://www.aberdeenshire.gov.uk/online/open-data/,https://online.aberdeenshire.gov.uk/apps/OpenData/kml/harbours.kmz,NULL,12/01/18,49,KB,KMZ,NULL,NULL,Harbours; coast; fishing,Open Government Licence 3.0 (United Kingdom),
Housing Land Audit 2017,Aberdeenshire Council,https://www.aberdeenshire.gov.uk/online/open-data/,https://online.aberdeenshire.gov.uk/apps/OpenData/kml/aberdeenshire_housing_land_audit_2017.kmz,NULL,14/02/18,231,KB,KMZ,NULL,NULL,Housing,Open Government Licence 3.0 (United Kingdom),
Leisure and community centres,Aberdeenshire Council,https://www.aberdeenshire.gov.uk/online/open-data/,https://online.aberdeenshire.gov.uk/apps/OpenData/kml/community_centres.kmz,NULL,18/10/18,9,KB,KMZ,NULL,NULL,Lesiure centres; community centres,Open Government Licence 3.0 (United Kingdom),
Local Development Plan (LDP) 2017 - Settlements,Aberdeenshire Council,https://www.aberdeenshire.gov.uk/online/open-data/,https://online.aberdeenshire.gov.uk/apps/OpenData/kml/LDP17_Settlements.kmz,NULL,23/11/18,768,KB,KMZ,NULL,NULL,"Planning, local developmen plan",Open Government Licence 3.0 (United Kingdom),
Local Development Plan (LDP) 2017 - sites,Aberdeenshire Council,https://www.aberdeenshire.gov.uk/online/open-data/,https://online.aberdeenshire.gov.uk/apps/OpenData/kml/LDP17_Sites.kmz,NULL,23/11/18,948,KB,KMZ,NULL,NULL,"Planning, local developmen plan",,
Local Development Plan (LDP) 2017 - shapes,Aberdeenshire Council,https://www.aberdeenshire.gov.uk/online/open-data/,https://online.aberdeenshire.gov.uk/apps/OpenData/LDP17_shape.zip,NULL,23/11/18,1,MB,Zip,NULL,NULL,"Planning, local developmen plan",,
Local nature reserves within Aberdeenshire,Aberdeenshire Council,https://www.aberdeenshire.gov.uk/online/open-data/,https://online.aberdeenshire.gov.uk/apps/OpenData/kml/aberdeenshire_local_nature_reserves.kmz,NULL,14/02/18,8,KB,KMZ,NULL,NULL,Nature; conservation,Open Government Licence 3.0 (United Kingdom),
Museums,Aberdeenshire Council,https://www.aberdeenshire.gov.uk/online/open-data/,https://online.aberdeenshire.gov.uk/apps/OpenData/kml/museums.kmz,NULL,07/10/18,7,KB,KMZ,NULL,NULL,Museums; culture,,
Offices open to the public,Aberdeenshire Council,https://www.aberdeenshire.gov.uk/online/open-data/,https://online.aberdeenshire.gov.uk/apps/OpenData/kml/council_offices.kmz,NULL,12/10/18,49,KB,KMZ,NULL,NULL,Public offices; council offices,Open Government Licence 3.0 (United Kingdom),
Polling district boundaries within Aberdeenshire,Aberdeenshire Council,https://www.aberdeenshire.gov.uk/online/open-data/,https://online.aberdeenshire.gov.uk/apps/OpenData/kml/aberdeenshire_polling_districts.kmz,NULL,01/04/21,3,MB,KMZ,NULL,NULL,Polling; democracy; ,Open Government Licence 3.0 (United Kingdom),
Polling place locations within Aberdeenshire,Aberdeenshire Council,https://www.aberdeenshire.gov.uk/online/open-data/,https://online.aberdeenshire.gov.uk/apps/OpenData/kml/aberdeenshire_polling_places.kmz,NULL,01/04/21,19,KB,KMZ,NULL,NULL,Polling; democracy; ,Open Government Licence 3.0 (United Kingdom),
