Title,Owner,PageURL,AssetURL,DateCreated,DateUpdated,FileName,FileSize,FileSizeUnit,FileType,NumRecords,OriginalTags,ManualTags,License,Description,Source,AssetStatus,CombinedTags,ODSCategories
Outpatient Activity,Public Health Scotland,https://www.opendata.nhs.scot/dataset/outpatient-activity,https://www.opendata.nhs.scot/dataset/40c82960-c148-4cb8-b780-addddff6e07c/resource/e4d9f98a-20b4-401b-bb92-6026c127129e/download/outpatients_by_nhs_board_of_treatment_and_simd.csv,2019-11-07,2022-02-22,Activity by Board of Treatment and Deprivation,,,CSV,,age;council area;deprivation;health board;hospital;sex;smr00;specialty,,Open Government Licence v3.0,"Patients who require the medical opinion of a specialist clinician may be referred to an outpatient clinic for treatment or investigation. An outpatient is a patient who attends (outpatient attendance) a consultant or other medical clinic, or has an arranged meeting with a consultant or a senior member of their team outwith a clinic session. Outpatients are not admitted to a hospital and do not use a hospital bed.

Outpatient attendances can be categorised as new or follow-up (return) attendances. Information on return appointments is only available for datasets that report on NHS Board of Treatment. Files reporting on the residency of patients only contain data for new outpatients as the ISD(S)1 data source for return outpatients does not contain residence information. ISD(S)1 also does not record information on the deprivation, age or sex of patients.

Further information on hospital activity can be found in the [recent quarterly publication]( https://www.publichealthscotland.scot/publications/acute-hospital-activity-and-nhs-beds-information-quarterly/acute-hospital-activity-and-nhs-beds-information-quarterly-quarter-ending-30-september-2021/). 

The date of the next release can be found on our list of forthcoming publications https://www.publichealthscotland.scot/publications/forthcoming-publications/
",ckan API,,sex;deprivation;;age;smr00;health board;council area;hospital;specialty,Health / Human Services;Elections / Politics;Planning / Zoning;Economy
Outpatient Activity,Public Health Scotland,https://www.opendata.nhs.scot/dataset/outpatient-activity,https://www.opendata.nhs.scot/dataset/40c82960-c148-4cb8-b780-addddff6e07c/resource/ff1207f8-1f44-4554-94c8-a47625fc3a0d/download/outpatients_by_nhs_board_of_treatment_and_specialty.csv,2019-11-07,2022-02-22,Activity by Board of Treatment and Specialty,,,CSV,,age;council area;deprivation;health board;hospital;sex;smr00;specialty,,Open Government Licence v3.0,"Patients who require the medical opinion of a specialist clinician may be referred to an outpatient clinic for treatment or investigation. An outpatient is a patient who attends (outpatient attendance) a consultant or other medical clinic, or has an arranged meeting with a consultant or a senior member of their team outwith a clinic session. Outpatients are not admitted to a hospital and do not use a hospital bed.

Outpatient attendances can be categorised as new or follow-up (return) attendances. Information on return appointments is only available for datasets that report on NHS Board of Treatment. Files reporting on the residency of patients only contain data for new outpatients as the ISD(S)1 data source for return outpatients does not contain residence information. ISD(S)1 also does not record information on the deprivation, age or sex of patients.

Further information on hospital activity can be found in the [recent quarterly publication]( https://www.publichealthscotland.scot/publications/acute-hospital-activity-and-nhs-beds-information-quarterly/acute-hospital-activity-and-nhs-beds-information-quarterly-quarter-ending-30-september-2021/). 

The date of the next release can be found on our list of forthcoming publications https://www.publichealthscotland.scot/publications/forthcoming-publications/
",ckan API,,sex;deprivation;;age;smr00;health board;council area;hospital;specialty,Health / Human Services;Elections / Politics;Planning / Zoning;Economy
Outpatient Activity,Public Health Scotland,https://www.opendata.nhs.scot/dataset/outpatient-activity,https://www.opendata.nhs.scot/dataset/40c82960-c148-4cb8-b780-addddff6e07c/resource/a0c4f931-f99d-441a-8c50-7c1041b57781/download/outpatients_cross_boundary_flow.csv,2019-11-07,2022-02-22,Cross Boundary Flow,,,CSV,,age;council area;deprivation;health board;hospital;sex;smr00;specialty,,Open Government Licence v3.0,"Patients who require the medical opinion of a specialist clinician may be referred to an outpatient clinic for treatment or investigation. An outpatient is a patient who attends (outpatient attendance) a consultant or other medical clinic, or has an arranged meeting with a consultant or a senior member of their team outwith a clinic session. Outpatients are not admitted to a hospital and do not use a hospital bed.

Outpatient attendances can be categorised as new or follow-up (return) attendances. Information on return appointments is only available for datasets that report on NHS Board of Treatment. Files reporting on the residency of patients only contain data for new outpatients as the ISD(S)1 data source for return outpatients does not contain residence information. ISD(S)1 also does not record information on the deprivation, age or sex of patients.

Further information on hospital activity can be found in the [recent quarterly publication]( https://www.publichealthscotland.scot/publications/acute-hospital-activity-and-nhs-beds-information-quarterly/acute-hospital-activity-and-nhs-beds-information-quarterly-quarter-ending-30-september-2021/). 

The date of the next release can be found on our list of forthcoming publications https://www.publichealthscotland.scot/publications/forthcoming-publications/
",ckan API,,sex;deprivation;;age;smr00;health board;council area;hospital;specialty,Health / Human Services;Elections / Politics;Planning / Zoning;Economy
Outpatient Activity,Public Health Scotland,https://www.opendata.nhs.scot/dataset/outpatient-activity,https://www.opendata.nhs.scot/dataset/40c82960-c148-4cb8-b780-addddff6e07c/resource/84fae0e8-f9f0-4fee-8438-e89ed828dc4b/download/notes.csv,2019-11-07,2022-02-22,Publication Notes,,,CSV,,age;council area;deprivation;health board;hospital;sex;smr00;specialty,,Open Government Licence v3.0,"Patients who require the medical opinion of a specialist clinician may be referred to an outpatient clinic for treatment or investigation. An outpatient is a patient who attends (outpatient attendance) a consultant or other medical clinic, or has an arranged meeting with a consultant or a senior member of their team outwith a clinic session. Outpatients are not admitted to a hospital and do not use a hospital bed.

Outpatient attendances can be categorised as new or follow-up (return) attendances. Information on return appointments is only available for datasets that report on NHS Board of Treatment. Files reporting on the residency of patients only contain data for new outpatients as the ISD(S)1 data source for return outpatients does not contain residence information. ISD(S)1 also does not record information on the deprivation, age or sex of patients.

Further information on hospital activity can be found in the [recent quarterly publication]( https://www.publichealthscotland.scot/publications/acute-hospital-activity-and-nhs-beds-information-quarterly/acute-hospital-activity-and-nhs-beds-information-quarterly-quarter-ending-30-september-2021/). 

The date of the next release can be found on our list of forthcoming publications https://www.publichealthscotland.scot/publications/forthcoming-publications/
",ckan API,,sex;deprivation;;age;smr00;health board;council area;hospital;specialty,Health / Human Services;Elections / Politics;Planning / Zoning;Economy
Palliative and End of Life Care,Public Health Scotland,https://www.opendata.nhs.scot/dataset/palliative-and-end-of-life-care,https://www.opendata.nhs.scot/dataset/a739339b-812f-471b-9630-0b731070e98a/resource/3b68cad8-a4ba-4aeb-908a-f731e5380aea/download/2021-10-05_last-six-months-of-life_health-board.csv,2019-11-26,2021-10-05,By Health Board of Residence,,,CSV,,age;care;community;council area;death;deprivation;end of life;health and social care partnership;health board;palliative care;rurality;sex;smr01;smr04,,Open Government Licence v3.0,"# Percentage of time in the last 6 months of life spent at home or in a community setting.

This data provides information in support of the Scottish Government’s [Strategic Framework for Action on Palliative and End of Life Care](http://www.gov.scot/Resource/0049/00491388.pdf) which has one of its commitments to “support improvements in the collection, analysis, interpretation and dissemination of data and evidence relating to needs, provision, activity, indicators and outcomes in respect of palliative and end of life care”. 

The percentage of time in the last 6 months of life spent at home or in a community setting provides a high level indication of progress in implementation of the strategic framework for action. This is inferred by measuring the amount of time spent in a hospital setting during the last months of life (using hospital admissions data) and from this estimating the time spent at home or in a community setting.",ckan API,,sex;deprivation;palliative care;;age;community;smr01;health board;council area;end of life;care;smr04;health and social care partnership;rurality;death,Health / Human Services;Elections / Politics;Planning / Zoning;Economy
Palliative and End of Life Care,Public Health Scotland,https://www.opendata.nhs.scot/dataset/palliative-and-end-of-life-care,https://www.opendata.nhs.scot/dataset/a739339b-812f-471b-9630-0b731070e98a/resource/48467a13-3db2-4eaa-bfba-87b36e9c6668/download/2021-10-05_last-six-months-of-life_hscp.csv,2019-11-26,2021-10-05,By HSCP,,,CSV,,age;care;community;council area;death;deprivation;end of life;health and social care partnership;health board;palliative care;rurality;sex;smr01;smr04,,Open Government Licence v3.0,"# Percentage of time in the last 6 months of life spent at home or in a community setting.

This data provides information in support of the Scottish Government’s [Strategic Framework for Action on Palliative and End of Life Care](http://www.gov.scot/Resource/0049/00491388.pdf) which has one of its commitments to “support improvements in the collection, analysis, interpretation and dissemination of data and evidence relating to needs, provision, activity, indicators and outcomes in respect of palliative and end of life care”. 

The percentage of time in the last 6 months of life spent at home or in a community setting provides a high level indication of progress in implementation of the strategic framework for action. This is inferred by measuring the amount of time spent in a hospital setting during the last months of life (using hospital admissions data) and from this estimating the time spent at home or in a community setting.",ckan API,,sex;deprivation;palliative care;;age;community;smr01;health board;council area;end of life;care;smr04;health and social care partnership;rurality;death,Health / Human Services;Elections / Politics;Planning / Zoning;Economy
Palliative and End of Life Care,Public Health Scotland,https://www.opendata.nhs.scot/dataset/palliative-and-end-of-life-care,https://www.opendata.nhs.scot/dataset/a739339b-812f-471b-9630-0b731070e98a/resource/73bf87ad-a768-4283-9b75-0bf4931d24a0/download/2021-10-05_last-six-months-of-life_council-area.csv,2019-11-26,2021-10-05,By Council Area,,,CSV,,age;care;community;council area;death;deprivation;end of life;health and social care partnership;health board;palliative care;rurality;sex;smr01;smr04,,Open Government Licence v3.0,"# Percentage of time in the last 6 months of life spent at home or in a community setting.

This data provides information in support of the Scottish Government’s [Strategic Framework for Action on Palliative and End of Life Care](http://www.gov.scot/Resource/0049/00491388.pdf) which has one of its commitments to “support improvements in the collection, analysis, interpretation and dissemination of data and evidence relating to needs, provision, activity, indicators and outcomes in respect of palliative and end of life care”. 

The percentage of time in the last 6 months of life spent at home or in a community setting provides a high level indication of progress in implementation of the strategic framework for action. This is inferred by measuring the amount of time spent in a hospital setting during the last months of life (using hospital admissions data) and from this estimating the time spent at home or in a community setting.",ckan API,,sex;deprivation;palliative care;;age;community;smr01;health board;council area;end of life;care;smr04;health and social care partnership;rurality;death,Health / Human Services;Elections / Politics;Planning / Zoning;Economy
Palliative and End of Life Care,Public Health Scotland,https://www.opendata.nhs.scot/dataset/palliative-and-end-of-life-care,https://www.opendata.nhs.scot/dataset/a739339b-812f-471b-9630-0b731070e98a/resource/3e37b87f-952a-4a7f-9be5-1fb614811326/download/2021-10-05_last-six-months-of-life_age-sex.csv,2019-11-26,2021-10-05,By Age and Sex,,,CSV,,age;care;community;council area;death;deprivation;end of life;health and social care partnership;health board;palliative care;rurality;sex;smr01;smr04,,Open Government Licence v3.0,"# Percentage of time in the last 6 months of life spent at home or in a community setting.

This data provides information in support of the Scottish Government’s [Strategic Framework for Action on Palliative and End of Life Care](http://www.gov.scot/Resource/0049/00491388.pdf) which has one of its commitments to “support improvements in the collection, analysis, interpretation and dissemination of data and evidence relating to needs, provision, activity, indicators and outcomes in respect of palliative and end of life care”. 

The percentage of time in the last 6 months of life spent at home or in a community setting provides a high level indication of progress in implementation of the strategic framework for action. This is inferred by measuring the amount of time spent in a hospital setting during the last months of life (using hospital admissions data) and from this estimating the time spent at home or in a community setting.",ckan API,,sex;deprivation;palliative care;;age;community;smr01;health board;council area;end of life;care;smr04;health and social care partnership;rurality;death,Health / Human Services;Elections / Politics;Planning / Zoning;Economy
Palliative and End of Life Care,Public Health Scotland,https://www.opendata.nhs.scot/dataset/palliative-and-end-of-life-care,https://www.opendata.nhs.scot/dataset/a739339b-812f-471b-9630-0b731070e98a/resource/80c50776-3b2e-4471-ab81-b6057bea5bfc/download/2021-10-05_last-six-months-of-life_deprivation.csv,2019-11-26,2021-10-05,By Deprivation,,,CSV,,age;care;community;council area;death;deprivation;end of life;health and social care partnership;health board;palliative care;rurality;sex;smr01;smr04,,Open Government Licence v3.0,"# Percentage of time in the last 6 months of life spent at home or in a community setting.

This data provides information in support of the Scottish Government’s [Strategic Framework for Action on Palliative and End of Life Care](http://www.gov.scot/Resource/0049/00491388.pdf) which has one of its commitments to “support improvements in the collection, analysis, interpretation and dissemination of data and evidence relating to needs, provision, activity, indicators and outcomes in respect of palliative and end of life care”. 

The percentage of time in the last 6 months of life spent at home or in a community setting provides a high level indication of progress in implementation of the strategic framework for action. This is inferred by measuring the amount of time spent in a hospital setting during the last months of life (using hospital admissions data) and from this estimating the time spent at home or in a community setting.",ckan API,,sex;deprivation;palliative care;;age;community;smr01;health board;council area;end of life;care;smr04;health and social care partnership;rurality;death,Health / Human Services;Elections / Politics;Planning / Zoning;Economy
Palliative and End of Life Care,Public Health Scotland,https://www.opendata.nhs.scot/dataset/palliative-and-end-of-life-care,https://www.opendata.nhs.scot/dataset/a739339b-812f-471b-9630-0b731070e98a/resource/0a7a920e-8c8c-4b65-b51e-13a2f8026710/download/2021-10-05_last-six-months-of-life_rurality.csv,2019-11-26,2021-10-05,By Rurality,,,CSV,,age;care;community;council area;death;deprivation;end of life;health and social care partnership;health board;palliative care;rurality;sex;smr01;smr04,,Open Government Licence v3.0,"# Percentage of time in the last 6 months of life spent at home or in a community setting.

This data provides information in support of the Scottish Government’s [Strategic Framework for Action on Palliative and End of Life Care](http://www.gov.scot/Resource/0049/00491388.pdf) which has one of its commitments to “support improvements in the collection, analysis, interpretation and dissemination of data and evidence relating to needs, provision, activity, indicators and outcomes in respect of palliative and end of life care”. 

The percentage of time in the last 6 months of life spent at home or in a community setting provides a high level indication of progress in implementation of the strategic framework for action. This is inferred by measuring the amount of time spent in a hospital setting during the last months of life (using hospital admissions data) and from this estimating the time spent at home or in a community setting.",ckan API,,sex;deprivation;palliative care;;age;community;smr01;health board;council area;end of life;care;smr04;health and social care partnership;rurality;death,Health / Human Services;Elections / Politics;Planning / Zoning;Economy
Population Estimates,Public Health Scotland,https://www.opendata.nhs.scot/dataset/population-estimates,https://www.opendata.nhs.scot/dataset/7f010430-6ce1-4813-b25c-f7f335bdc4dc/resource/c505f490-c201-44bd-abd1-1bd7a64285ee/download/dz2011-pop-est_07092021fm.csv,2018-02-06,2021-10-11,Data Zone (2011) Population Estimates,,,CSV,,age;council area;data zone;health and social care partnership;health board;integrated joint board;integration authority;intermed zone;intermediate zone;number of people,,Open Government Licence v3.0,"Population estimates for all geography types in Scotland:

- Data Zone (2011) from 2001 to 2020

- Intermediate Zone (2011) from 2001 to 2020

- Council Area (2011) from 1981 to 2020

- Health and Social Care Partnership (2016) from 1981 to 2020

- Health Board (2014)  from 1981 to 2020

All resources include Scotland figures for the relevant time period.

Population estimates are broken down by single year ages and by sex, and gives totals for both.

Based on 2011 census data.

_Note: Health and Social Care Partnerships may also be referred to as integrated joint boards or integration authorities by other public bodies._",ckan API,,;number of people;age;intermediate zone;health board;council area;integrated joint board;intermed zone;data zone;health and social care partnership;integration authority,Health / Human Services;Elections / Politics;Planning / Zoning
Population Estimates,Public Health Scotland,https://www.opendata.nhs.scot/dataset/population-estimates,https://www.opendata.nhs.scot/dataset/7f010430-6ce1-4813-b25c-f7f335bdc4dc/resource/93df4c88-f74b-4630-abd8-459a19b12f47/download/iz2011-pop-est_07092021fm.csv,2018-02-06,2021-10-11,Intermediate Zone (2011) Population Estimates,,,CSV,,age;council area;data zone;health and social care partnership;health board;integrated joint board;integration authority;intermed zone;intermediate zone;number of people,,Open Government Licence v3.0,"Population estimates for all geography types in Scotland:

- Data Zone (2011) from 2001 to 2020

- Intermediate Zone (2011) from 2001 to 2020

- Council Area (2011) from 1981 to 2020

- Health and Social Care Partnership (2016) from 1981 to 2020

- Health Board (2014)  from 1981 to 2020

All resources include Scotland figures for the relevant time period.

Population estimates are broken down by single year ages and by sex, and gives totals for both.

Based on 2011 census data.

_Note: Health and Social Care Partnerships may also be referred to as integrated joint boards or integration authorities by other public bodies._",ckan API,,;number of people;age;intermediate zone;health board;council area;integrated joint board;intermed zone;data zone;health and social care partnership;integration authority,Health / Human Services;Elections / Politics;Planning / Zoning
Population Estimates,Public Health Scotland,https://www.opendata.nhs.scot/dataset/population-estimates,https://www.opendata.nhs.scot/dataset/7f010430-6ce1-4813-b25c-f7f335bdc4dc/resource/09ebfefb-33f4-4f6a-8312-2d14e2b02ace/download/ca2019_pop_est_29062021.csv,2018-02-06,2021-10-11,Council Area (2019) Population Estimates,,,CSV,,age;council area;data zone;health and social care partnership;health board;integrated joint board;integration authority;intermed zone;intermediate zone;number of people,,Open Government Licence v3.0,"Population estimates for all geography types in Scotland:

- Data Zone (2011) from 2001 to 2020

- Intermediate Zone (2011) from 2001 to 2020

- Council Area (2011) from 1981 to 2020

- Health and Social Care Partnership (2016) from 1981 to 2020

- Health Board (2014)  from 1981 to 2020

All resources include Scotland figures for the relevant time period.

Population estimates are broken down by single year ages and by sex, and gives totals for both.

Based on 2011 census data.

_Note: Health and Social Care Partnerships may also be referred to as integrated joint boards or integration authorities by other public bodies._",ckan API,,;number of people;age;intermediate zone;health board;council area;integrated joint board;intermed zone;data zone;health and social care partnership;integration authority,Health / Human Services;Elections / Politics;Planning / Zoning
Population Estimates,Public Health Scotland,https://www.opendata.nhs.scot/dataset/population-estimates,https://www.opendata.nhs.scot/dataset/7f010430-6ce1-4813-b25c-f7f335bdc4dc/resource/c3a393ce-253b-4c75-82dc-06b1bb5638a3/download/hscp2019_pop_est_29062021.csv,2018-02-06,2021-10-11,Health and Social Care Partnership (2019) Population Estimates,,,CSV,,age;council area;data zone;health and social care partnership;health board;integrated joint board;integration authority;intermed zone;intermediate zone;number of people,,Open Government Licence v3.0,"Population estimates for all geography types in Scotland:

- Data Zone (2011) from 2001 to 2020

- Intermediate Zone (2011) from 2001 to 2020

- Council Area (2011) from 1981 to 2020

- Health and Social Care Partnership (2016) from 1981 to 2020

- Health Board (2014)  from 1981 to 2020

All resources include Scotland figures for the relevant time period.

Population estimates are broken down by single year ages and by sex, and gives totals for both.

Based on 2011 census data.

_Note: Health and Social Care Partnerships may also be referred to as integrated joint boards or integration authorities by other public bodies._",ckan API,,;number of people;age;intermediate zone;health board;council area;integrated joint board;intermed zone;data zone;health and social care partnership;integration authority,Health / Human Services;Elections / Politics;Planning / Zoning
Population Estimates,Public Health Scotland,https://www.opendata.nhs.scot/dataset/population-estimates,https://www.opendata.nhs.scot/dataset/7f010430-6ce1-4813-b25c-f7f335bdc4dc/resource/27a72cc8-d6d8-430c-8b4f-3109a9ceadb1/download/hb2019_pop_est_29062021.csv,2018-02-06,2021-10-11,Health Board (2019) Population Estimates,,,CSV,,age;council area;data zone;health and social care partnership;health board;integrated joint board;integration authority;intermed zone;intermediate zone;number of people,,Open Government Licence v3.0,"Population estimates for all geography types in Scotland:

- Data Zone (2011) from 2001 to 2020

- Intermediate Zone (2011) from 2001 to 2020

- Council Area (2011) from 1981 to 2020

- Health and Social Care Partnership (2016) from 1981 to 2020

- Health Board (2014)  from 1981 to 2020

All resources include Scotland figures for the relevant time period.

Population estimates are broken down by single year ages and by sex, and gives totals for both.

Based on 2011 census data.

_Note: Health and Social Care Partnerships may also be referred to as integrated joint boards or integration authorities by other public bodies._",ckan API,,;number of people;age;intermediate zone;health board;council area;integrated joint board;intermed zone;data zone;health and social care partnership;integration authority,Health / Human Services;Elections / Politics;Planning / Zoning
Population Estimates,Public Health Scotland,https://www.opendata.nhs.scot/dataset/population-estimates,https://www.opendata.nhs.scot/dataset/7f010430-6ce1-4813-b25c-f7f335bdc4dc/resource/bf086aee-130d-4487-b854-808db0e29dc4/download/dz2001_pop_est_02072020.csv,2018-02-06,2021-10-11,Data Zone (2001) Population Estimates,,,CSV,,age;council area;data zone;health and social care partnership;health board;integrated joint board;integration authority;intermed zone;intermediate zone;number of people,,Open Government Licence v3.0,"Population estimates for all geography types in Scotland:

- Data Zone (2011) from 2001 to 2020

- Intermediate Zone (2011) from 2001 to 2020

- Council Area (2011) from 1981 to 2020

- Health and Social Care Partnership (2016) from 1981 to 2020

- Health Board (2014)  from 1981 to 2020

All resources include Scotland figures for the relevant time period.

Population estimates are broken down by single year ages and by sex, and gives totals for both.

Based on 2011 census data.

_Note: Health and Social Care Partnerships may also be referred to as integrated joint boards or integration authorities by other public bodies._",ckan API,,;number of people;age;intermediate zone;health board;council area;integrated joint board;intermed zone;data zone;health and social care partnership;integration authority,Health / Human Services;Elections / Politics;Planning / Zoning
Population Estimates,Public Health Scotland,https://www.opendata.nhs.scot/dataset/population-estimates,https://www.opendata.nhs.scot/dataset/7f010430-6ce1-4813-b25c-f7f335bdc4dc/resource/0bb11b73-27ad-45ed-9a35-df688d69b12b/download/iz2001_pop_est_02072020.csv,2018-02-06,2021-10-11,Intermediate Zone (2001) Population Estimates,,,CSV,,age;council area;data zone;health and social care partnership;health board;integrated joint board;integration authority;intermed zone;intermediate zone;number of people,,Open Government Licence v3.0,"Population estimates for all geography types in Scotland:

- Data Zone (2011) from 2001 to 2020

- Intermediate Zone (2011) from 2001 to 2020

- Council Area (2011) from 1981 to 2020

- Health and Social Care Partnership (2016) from 1981 to 2020

- Health Board (2014)  from 1981 to 2020

All resources include Scotland figures for the relevant time period.

Population estimates are broken down by single year ages and by sex, and gives totals for both.

Based on 2011 census data.

_Note: Health and Social Care Partnerships may also be referred to as integrated joint boards or integration authorities by other public bodies._",ckan API,,;number of people;age;intermediate zone;health board;council area;integrated joint board;intermed zone;data zone;health and social care partnership;integration authority,Health / Human Services;Elections / Politics;Planning / Zoning
Population Estimates,Public Health Scotland,https://www.opendata.nhs.scot/dataset/population-estimates,https://www.opendata.nhs.scot/dataset/7f010430-6ce1-4813-b25c-f7f335bdc4dc/resource/5502b69c-5ba2-4b1e-9840-b3b868d6d64b/download/hb1995_pop_est_1974_1980_07072020.csv,2018-02-06,2021-10-11,Health Board (1995) Population Estimates 1974 - 1980,,,CSV,,age;council area;data zone;health and social care partnership;health board;integrated joint board;integration authority;intermed zone;intermediate zone;number of people,,Open Government Licence v3.0,"Population estimates for all geography types in Scotland:

- Data Zone (2011) from 2001 to 2020

- Intermediate Zone (2011) from 2001 to 2020

- Council Area (2011) from 1981 to 2020

- Health and Social Care Partnership (2016) from 1981 to 2020

- Health Board (2014)  from 1981 to 2020

All resources include Scotland figures for the relevant time period.

Population estimates are broken down by single year ages and by sex, and gives totals for both.

Based on 2011 census data.

_Note: Health and Social Care Partnerships may also be referred to as integrated joint boards or integration authorities by other public bodies._",ckan API,,;number of people;age;intermediate zone;health board;council area;integrated joint board;intermed zone;data zone;health and social care partnership;integration authority,Health / Human Services;Elections / Politics;Planning / Zoning
Population Estimates,Public Health Scotland,https://www.opendata.nhs.scot/dataset/population-estimates,https://www.opendata.nhs.scot/dataset/7f010430-6ce1-4813-b25c-f7f335bdc4dc/resource/51b079bf-131b-4e7d-a0e7-56ee43d42413/download/hb1995_pop_est_1981_2006_07072020.csv,2018-02-06,2021-10-11,Health Board (1995) Population Estimates 1981 - 2006,,,CSV,,age;council area;data zone;health and social care partnership;health board;integrated joint board;integration authority;intermed zone;intermediate zone;number of people,,Open Government Licence v3.0,"Population estimates for all geography types in Scotland:

- Data Zone (2011) from 2001 to 2020

- Intermediate Zone (2011) from 2001 to 2020

- Council Area (2011) from 1981 to 2020

- Health and Social Care Partnership (2016) from 1981 to 2020

- Health Board (2014)  from 1981 to 2020

All resources include Scotland figures for the relevant time period.

Population estimates are broken down by single year ages and by sex, and gives totals for both.

Based on 2011 census data.

_Note: Health and Social Care Partnerships may also be referred to as integrated joint boards or integration authorities by other public bodies._",ckan API,,;number of people;age;intermediate zone;health board;council area;integrated joint board;intermed zone;data zone;health and social care partnership;integration authority,Health / Human Services;Elections / Politics;Planning / Zoning
Population Estimates,Public Health Scotland,https://www.opendata.nhs.scot/dataset/population-estimates,https://www.opendata.nhs.scot/dataset/7f010430-6ce1-4813-b25c-f7f335bdc4dc/resource/ed097ff7-ae9b-4977-ac13-94bc8d0f1331/download/hb2006_pop_est_01072020.csv,2018-02-06,2021-10-11,Health Board (2006) Population Estimates,,,CSV,,age;council area;data zone;health and social care partnership;health board;integrated joint board;integration authority;intermed zone;intermediate zone;number of people,,Open Government Licence v3.0,"Population estimates for all geography types in Scotland:

- Data Zone (2011) from 2001 to 2020

- Intermediate Zone (2011) from 2001 to 2020

- Council Area (2011) from 1981 to 2020

- Health and Social Care Partnership (2016) from 1981 to 2020

- Health Board (2014)  from 1981 to 2020

All resources include Scotland figures for the relevant time period.

Population estimates are broken down by single year ages and by sex, and gives totals for both.

Based on 2011 census data.

_Note: Health and Social Care Partnerships may also be referred to as integrated joint boards or integration authorities by other public bodies._",ckan API,,;number of people;age;intermediate zone;health board;council area;integrated joint board;intermed zone;data zone;health and social care partnership;integration authority,Health / Human Services;Elections / Politics;Planning / Zoning
Population Projections,Public Health Scotland,https://www.opendata.nhs.scot/dataset/population-projections,https://www.opendata.nhs.scot/dataset/9e00b589-817e-45e6-b615-46c935bbace0/resource/63d8e0b9-32e2-4847-9353-177f8d931c10/download/ca_pop_proj_03072020.csv,2019-04-17,2021-06-30,Council Area Projections,,,CSV,,age;council area;estimate;health and social care partnership;health board;number of people;population,,Open Government Licence v3.0,"Population projections for Scotland on a country, NHS health board, health and social care partnership and council area level by sex and single year of age.

More information and supporting material to this topic area can be found on the [ISD Scotland - Population Projections website](https://www.isdscotland.org/Products-and-Services/GPD-Support/Population/Projections/).",ckan API,,;number of people;age;estimate;health board;council area;health and social care partnership;population,Health / Human Services;Elections / Politics;Economy;Planning / Zoning
Population Projections,Public Health Scotland,https://www.opendata.nhs.scot/dataset/population-projections,https://www.opendata.nhs.scot/dataset/9e00b589-817e-45e6-b615-46c935bbace0/resource/93137613-2f5c-4d8f-b756-0432abb6fbc0/download/hscp_pop_proj_03072020.csv,2019-04-17,2021-06-30,Health and Social Care Partnership Projections,,,CSV,,age;council area;estimate;health and social care partnership;health board;number of people;population,,Open Government Licence v3.0,"Population projections for Scotland on a country, NHS health board, health and social care partnership and council area level by sex and single year of age.

More information and supporting material to this topic area can be found on the [ISD Scotland - Population Projections website](https://www.isdscotland.org/Products-and-Services/GPD-Support/Population/Projections/).",ckan API,,;number of people;age;estimate;health board;council area;health and social care partnership;population,Health / Human Services;Elections / Politics;Economy;Planning / Zoning
Population Projections,Public Health Scotland,https://www.opendata.nhs.scot/dataset/population-projections,https://www.opendata.nhs.scot/dataset/9e00b589-817e-45e6-b615-46c935bbace0/resource/0876fc67-05e6-4e87-bc30-c4b0756fff04/download/hb_pop_proj_03072020.csv,2019-04-17,2021-06-30,Health Board Projections,,,CSV,,age;council area;estimate;health and social care partnership;health board;number of people;population,,Open Government Licence v3.0,"Population projections for Scotland on a country, NHS health board, health and social care partnership and council area level by sex and single year of age.

More information and supporting material to this topic area can be found on the [ISD Scotland - Population Projections website](https://www.isdscotland.org/Products-and-Services/GPD-Support/Population/Projections/).",ckan API,,;number of people;age;estimate;health board;council area;health and social care partnership;population,Health / Human Services;Elections / Politics;Economy;Planning / Zoning
Population Projections,Public Health Scotland,https://www.opendata.nhs.scot/dataset/population-projections,https://www.opendata.nhs.scot/dataset/9e00b589-817e-45e6-b615-46c935bbace0/resource/7a9e74c9-8746-488b-8fba-0fad7c7866ea/download/scotland_pop_proj_03072020.csv,2019-04-17,2021-06-30,Scotland Projections,,,CSV,,age;council area;estimate;health and social care partnership;health board;number of people;population,,Open Government Licence v3.0,"Population projections for Scotland on a country, NHS health board, health and social care partnership and council area level by sex and single year of age.

More information and supporting material to this topic area can be found on the [ISD Scotland - Population Projections website](https://www.isdscotland.org/Products-and-Services/GPD-Support/Population/Projections/).",ckan API,,;number of people;age;estimate;health board;council area;health and social care partnership;population,Health / Human Services;Elections / Politics;Economy;Planning / Zoning
Prescribed and Dispensed,Public Health Scotland,https://www.opendata.nhs.scot/dataset/prescribed-dispensed,https://www.opendata.nhs.scot/dataset/4b4be829-c15e-480e-a2fc-996460ff63c6/resource/2680b561-72f8-488a-91e0-10873ac9c649/download/prescribed-dispensed-2021.csv,2018-05-04,2022-03-08,Prescribed & Dispensed 2021,,,CSV,,dentist;dispensing;drug;general practice;hospital;pharmacy;postcode;prescribing;prescription,,Open Government Licence v3.0,"This dataset contains details of items prescribed and subsequently dispensed in the community at prescribing location (GP Practices, Dentists and Hospitals) and dispensing locations (Community Pharmacies) within Scotland.

The date of the next release can be found on our list of [forthcoming publications](https://publichealthscotland.scot/publications/forthcoming-publications/).",ckan API,,;general practice;pharmacy;postcode;dispensing;hospital;prescribing;prescription;drug;dentist,Health / Human Services
