Title,Owner,PageURL,AssetURL,FileName,DateCreated,DateUpdated,FileSize,FileSizeUnit,FileType,NumRecords,OriginalTags,ManualTags,License,Description
New clients presenting at specialist drug treatment services (SDMD),Public Health Scotland,https://data.gov.scot/dataset/new_clients_presenting_at_specialist_drug_treatment_services__sdmd_,https://api.data.gov.scot/resource/f95c3e2d-d1ea-4cb1-8012-75d6945903c1/download,new-clients-presenting-at-specialist-drug-treatment-services-sdmd.csv,2026-08-13T13:01:13.015816,2026-08-20T17:18:36.680959,0,B,CSV,,,,UK Open Government Licence (OGL),"Note: This dataset will not be receiving updates through this portal. Please refer to the [Public Health Scotland Open Data](https://www.opendata.nhs.scot/dataset/scottish-drug-misuse-database) platform for the relevant data. <br/><br/>SDMD holds information on the individuals' demographic and behavioural characteristics from their initial assessment for specialist drug misuse treatment. Each individual is counted only once within Scotland, their NHS Board and Council area of residence. However, an individual may have more than one initial assessment record and due to migration be counted in more than one NHS Board or Council area. Data is based on information from individuals' first initial assessment record within each Financial Year and residence area. <br/><br/>Certain figures (commonly small numbers, for small areas or populations) are not shown. This is as a result of 'statistical disclosure control' (SDC) which aims to prevent the release of information that can lead to the identification of individuals.<br/><br/>For further information and the Scottish Drug Misuse Database Annual Report please visit the [NSS ISD](http://www.isdscotland.org/Health-Topics/Drugs-and-Alcohol-Misuse/Publications/) website"
Non-domestic Energy Performance Certificates - Dataset to Q1 2026,Scottish Government,https://data.gov.scot/dataset/non_domestic_energy_performance_certificates___dataset_to_q1_2026,https://api.data.gov.scot/resource/ab755981-bf70-4ae5-8050-0e04f88cb8ba/download,Non-domestic EPC - Data to 2026 Q1.7z,2026-08-19T15:39:00.272678,2026-08-19T15:39:53.534614,0,B,7z,,,,UK Open Government Licence (OGL),"This Management Information dataset presents environmental data from every current Non-domestic EPC assessment held by the SEPCR from Q2 2016 to Q1 2026 (data extracted from source in May 2025). This dataset includes the full postal address of every property assessed, plus additional data not presented on the Energy Performance Certificate or Recommendations Report. The dataset is subject to two separate licences arrangements:<br/><br/><br/>*Address Data - Any use of address data (ADDRESS1, ADDRESS2, POSTTOWN & POSTCODE) which is not specified in Royal Mail's copyright notice below, or covered by one of the copyright exceptions (see further information within the download file), will require an appropriate licence. For further information, please visit [www.osg.scot](https://osg.scot/portal/).<br/><br/>*Non-Address Data - All data fields other than the address and postcode data (ADDRESS1, ADDRESS2, POSTTOWN & POSTCODE) included within this dataset are licensed under the Open Government Licence v3.0."
Non-Domestic Energy Performance Certificates - Extended Historic Dataset to Q1 2026,Scottish Government,https://data.gov.scot/dataset/non_domestic_energy_performance_certificates___extended_historic_dataset_to_q1_2026,https://api.data.gov.scot/resource/c7873ae4-d19a-43ee-8d9f-415e7d0f05d7/download,Non-domestic EPC - Extended Historic Data to 2026 Q1.7z,2026-08-19T15:34:15.416195,2026-08-19T15:35:18.359670,0,B,7z,,,,UK Open Government Licence (OGL),"This Management Information dataset presents environmental data from every current Non-domestic EPC assessment held by the SEPCR from its beginning to Q1 2026 (data extracted from source in May 2026). This dataset includes the full postal address of every property assessed, plus additional data not presented on the Energy Performance Certificate or Recommendations Report. The dataset is subject to two separate licences arrangements:<br/><br/>* Address Data - Any use of address data (ADDRESS1, ADDRESS2, POSTTOWN & POSTCODE) which is not specified in Royal Mailâ€™s copyright notice below, or covered by one of the copyright exceptions (see further information within the download file), will require an appropriate licence. For further information, please visit [www.osg.scot](https://osg.scot/portal/).<br/><br/>* Non-Address Data - All data fields other than the address and postcode data (ADDRESS1, ADDRESS2, POSTTOWN & POSTCODE) included within this dataset are licensed under the Open Government Licence v3.0."
Number of General Practices with Registered Patients,Public Health Scotland,https://data.gov.scot/dataset/number_of_general_practices_with_registered_patients,https://api.data.gov.scot/resource/20613873-9980-4f2f-8f38-b870c62627b9/download,number-of-general-practices-with-registered-patients.csv,2026-08-13T11:59:18.668623,2026-08-20T17:20:22.581048,0,B,CSV,,,,UK Open Government Licence (OGL),"Note: This dataset will not be receiving updates through this portal. Please refer to the [Public Health Scotland Open Data](https://www.opendata.nhs.scot/dataset/gp-practice-contact-details-and-list-sizes) platform for the relevant data.<br/><br/>Data indicates the number of general practices (GP surgeries) by area as at 1 October for each year presented. <br/><br/>Since the introduction of the new GP contract (the General Medical Services contract) on 1 April 2004, patients register with a practice rather than a specific GP. <br/><br/>Please note that each practice has been allocated to one area based on the postcode of its main premises. However, practices may also operate branch surgeries from other locations and these locations may sit within a different area to that of the main practice premises. Practices in one area may provide care for patients living in another area. This is particularly likely where practices are located close to a boundary between areas, and/or where a practice operates one or more branch surgeries. <br/><br/>The practice counts are based on regular GP surgeries that have at least one contracted GP partner or salaried GP working at them. They exclude practices which do not have registered patients and which are run directly by the NHS Boards e.g. Out of Hours Services, virtual clinics. <br/><br/>Data Source for General Practices: General Practitioner Contractor Database (GPCD), Information Services Division, NHS National Services Scotland. <br/><br/>Further information on GP workforce and practice populations in Scotland is available on the [ISD Website](http://www.isdscotland.org/Health-Topics/General-Practice/Workforce-and-Practice-Populations/)"
Number of HMO Licences in Force,Scottish Government,https://data.gov.scot/dataset/number_of_hmo_licences_in_force,https://api.data.gov.scot/resource/68e9f129-b03f-4ca7-8c53-b7d261c0dfd0/download,hmo-licences.csv,2026-08-13T10:48:28.488830,2026-08-13T10:49:58.338569,0,B,CSV,,,,UK Open Government Licence (OGL),Numbers of properties with an HMO licence in force at 31st of March. The mandatory licensing scheme for houses in multiple occupation came into force on 1 October 2001. Information on the scheme can be found on the Scottish Government's [website](http://www.scotland.gov.uk/Publications/2004/07/19734/40899). More information on types of HMO licences in operation and on applications for licensing is also [available](http://www.scotland.gov.uk/Topics/Statistics/Browse/Housing-Regeneration/HSfS/HMO).<br/><br/>Unpublished data on licence fees and property sizes is also available on request.
Palliative and End of Life Care,Public Health Scotland,https://data.gov.scot/dataset/palliative_and_end_of_life_care,https://api.data.gov.scot/resource/cf0f23d8-8e77-45ab-b02a-e71d1ebb932c/download,end-of-life-care.csv,2026-08-13T12:02:43.856361,2026-08-20T17:19:55.950123,0,B,CSV,,,,UK Open Government Licence (OGL),"The percentage of last 6 months of life spent at home or in a community setting.<br/><br/>Includes all ages, sex, SIMD quintile and urban rural classification. Deaths resulting from external causes are excluded. <br/><br/>End of life care (palliative care) is an important, integral aspect of the health care provided to those living with and dying from any advanced or progressive and life-threatening condition. It is now possible to predict the progress of many of these conditions, enabling a planned approach to end of life care in ways which reflect, as far as possible, the needs and wishes of patients, carers and their families.<br/><br/>More information is available at [Public Health Scotland](https://publichealthscotland.scot/publications/percentage-of-end-of-life-spent-at-home-or-in-a-community-setting/percentage-of-end-of-life-spent-at-home-or-in-a-community-setting-financial-years-ending-31-march-2016-to-2025/).<br/>"
Pension Age Disability Payment,Social Security Scotland,https://data.gov.scot/dataset/pension_age_disability_payment,https://api.data.gov.scot/resource/29e22ed5-1a6d-4e19-8536-508757a0b0f2/download,pension-age-disability-payment.csv,2026-08-13T12:45:17.289744,2026-08-13T12:46:30.094481,0,B,CSV,,,,UK Open Government Licence (OGL),"Pension Age Disability Payment is a replacement for Attendance Allowance in Scotland, which is currently delivered by the Department for Work and Pensions. Pension Age Disability Payment is administered by Social Security Scotland. It provides money to support older people who have a disability or long-term health <br/>condition that means they need assistance with looking after themselves, or supervision to keep them safe.  Further information and statistics can be found on the associated publication [page](https://www.socialsecurity.gov.scot/reporting/publications/pension-age-disability-payment-statistics-to-30-april-2025).<br/>"
Pension Credits,Scottish Government,https://data.gov.scot/dataset/pension_credits,https://api.data.gov.scot/resource/7f647a5b-f4e4-447a-b10a-589a75f7fb32/download,pension-credits.csv,2026-08-20T16:27:21.671521,2026-08-20T16:35:15.811479,0,B,CSV,,,,UK Open Government Licence (OGL),"Pension Credit (PC) were introduced on 6 October 2003 to replace the Minimum Income Guarantee (MIG). There are two parts to PC, the Guarantee Credit (GC) and the Saving Credit (SC). The GC provides financial help for people aged 60 or over whose income is below a certain level set by the law. The awarded amount will depend on other sources of income and extra amounts are added to the standard minimum for those who have: relevant housing costs; severe disabilities; or caring responsibilities. The SC is an extra amount for people aged 65 or over who have made some provision for their retirement (such as savings or a second pension) which brings their income above a level set by parliament, called the savings credit threshold. It is possible to get savings credit on top of guarantee credit. <br/><br/>Data shown here are derived from a 100% data source; the Work and Pensions Longitudinal Study (WPLS) which is not subject to any sampling error. The dataset provides counts of total claimants and disaggregations by age, gender, duration on benefit, partnering and some benefit specific information. The snapshots are taken at quarterly intervals at the end of February (Q1), May (Q2), August (Q3) and November (Q4). A very small number of claimants who have an unknown age or gender are included within the area total but excluded from the age and gender breakdowns as they pose a small disclosure risk. Data from the WPLS datasets are not directly comparable to the annual individual level data previously released as they were a single snapshot at a point in time and did not reflect late notifications and removals from the systems. Claim rates of GC claimants are based on the population aged 60 plus from the small area population estimates published by the National Records of Scotland. <br/><br/>Source: Department for Work and Pensions. <br/><br/>Enquiries email: [disseminationteam@dwp.gsi.gov.uk](mailto:disseminationteam@dwp.gsi.gov.uk)"
Perceptions of Local Crime - Scottish Surveys Core Questions,Scottish Government,https://data.gov.scot/dataset/perceptions_of_local_crime___scottish_surveys_core_questions,https://api.data.gov.scot/resource/b15f097e-9be8-46a7-a270-04dcbacdf571/download,perceptions-of-local-crime-rate-sscq.csv,2026-08-13T10:26:55.055709,2026-08-13T10:28:06.244189,0,B,CSV,,,,UK Open Government Licence (OGL),"Respondents who had lived in their current neighbourhood for 2 or more years were asked how they perceive the crime rate in their area to have changed over the past two years.<br/><br/>The Scottish Survey Core Questions is an innovative project drawing together multiple household surveys to provide a large sample for subnational analysis. For more information on this source, see the [SSCQ website.](https://www.gov.scot/collections/scottish-surveys-core-questions/)"
Personal Insolvency,Accountant in Bankruptcy,https://data.gov.scot/dataset/personal_insolvency,https://api.data.gov.scot/resource/08aa6285-a002-4cce-81f7-fae2a075ec18/download,personal-insolvency.csv,2026-08-13T08:22:49.927044,2026-08-13T08:24:35.428520,0,B,CSV,,,,UK Open Government Licence (OGL),"Bankruptcy (also known as sequestration in Scotland) is a legal declaration that someone cannot pay their debts. If a person is declared bankrupt, control of things that they own, is passed to a trustee who may sell them to pay money owed to creditors. A regular payment from a person's income may also have to be made. <br/><br/>Protected Trust Deed (PTD) is a form of insolvency that transfers a debtor's estate to a trustee to be realised for the benefit of creditors.<br/><br/>Number of personal insolvencies (count) and the rate per 10,000 adult (aged 16+) population (ratio) in Scotland by local authority. This ratio provides a representative picture of the concentration of bankruptcies and PTDs in Scotland. <br/>The statistics are compiled by Accountant in Bankruptcy (AiB), an executive agency of the Scottish Government. The majority of the statistics presented are derived from AiB administrative records. This dataset covers insolvencies in Scotland. Statistics covering England & Wales, and Northern Ireland are available from The Insolvency Service. <br/><br/>Non-statutory debt solutions, where debtors make their own arrangements with creditors or enter informal debt management plans with a debt management firm, are not included."
Police Officer Quarterly Strength,Scottish Government,https://data.gov.scot/dataset/police_officer_quarterly_strength,https://api.data.gov.scot/resource/fda8eaed-2292-4275-9415-39dcf403be8c/download,police-officer-quarterly-strength.csv,2026-08-13T11:55:58.219624,2026-08-13T11:57:12.812849,0,B,CSV,,,,UK Open Government Licence (OGL),"The first publication of Police Officer Quarterly Strength statistics as Official Statistics was on 2 December 2008. Prior to this publication, figures were collated by the Scottish Government and released through responses to Parliamentary Questions and by depositing the figures in the Scottish Parliamentary Library.<br/><br/>The Police and Fire Reform (Scotland) Act 2012 created Police Scotland and the Scottish Police Authority (SPA), which came into being on 1 April 2013. <br/>The statistics in this release are based upon quarterly returns made by Police Scotland to the Scottish Government, and are a by-product of administrative processes, generated directly from the HR systems. The published police officer figures are sourced from Police Scotland's personnel records and as such the quality and reliability is good. <br/><br/>Figures include all police officers appointed by the Chief Constable of Police Scotland and senior police officers appointed by the Scottish Police Authority, excluding those on career breaks. Deployment of police officers is a matter for the Chief Constable of Police Scotland.<br/><br/>The following definitions apply to police officers in Scotland. These statistics include all officers deployed with the 13 local policing divisions, specialist and operational support, central functions, officers undertaking Scottish Police College training, long-term sick leave and maternity/adoption leave, officers at ports and airports paid either wholly or partially by the port/airport authority. Additional officers either wholly or partially funded by the local authority or an external body, and all officers otherwise seconded to Scottish Government, His Majesty's Inspectorate of Constabulary for Scotland (HMICS), Scottish Police Authority and elsewhere. <br/><br/>These figures do not include police officers employed in Scotland by the British Transport Police, Ministry of Defence Police or the Civil Nuclear Constabulary.<br/><br/>Police Scotland publish a [geographical break down of police officers](https://www.scotland.police.uk/about-us/how-we-do-it/police-scotland-officer-numbers/) on the Police Scotland website.<br/><br/>Further information on [Crime and Justice statistics within Scotland](https://www.gov.scot/collections/crime-and-justice-statistics/) <br/> can be accessed on the Scottish Government website."
Population Estimates - Census 2001,National Records of Scotland,https://data.gov.scot/dataset/population_estimates___census_2001,https://api.data.gov.scot/resource/5cef816a-e959-4fa1-a795-b5047bdcf325/download,census-population-2001.csv,2026-08-20T14:32:00.505874,2026-08-20T14:37:40.279017,0,B,CSV,,,,UK Open Government Licence (OGL),"These figures are the results from the 2001 Census in Scotland. They are final figures of the resident population as at Census Day, 29 April 2001, after adjusting for estimated under-enumeration in the Census. The Census results have been adjusted to take account of estimated underenumeration in the Census based on the One Number Census methodology, which used the results of the Census Coverage Survey. As a result of the adjustments for underenumeration and changes to the definition of the resident population, it is not appropriate to compare directly the results from the 2001 Census with earlier Censuses. More information on this is available on the National Records of Scotland's website . The resident population of Scotland on Census Day (29 April 2001) was 5,062,011, of which 52 per cent were female and 48 per cent were male. Children aged 15 and under accounted for 19 per cent of the population, people of working age (16-59F/64M) accounted for 62 per cent, and people of retirement age (60F/65M +) accounted for the remaining 19 per cent. <br/><br/>Further details on the  census is available [from the 'Scotland's Census' website.](https://www.scotlandscensus.gov.uk/)<br/><br/>"
Population Estimates Detailed (Current Geographic Boundaries),Scottish Government,https://data.gov.scot/dataset/population_estimates_detailed__current_geographic_boundaries_,https://api.data.gov.scot/resource/f861b50c-ac5a-4c39-9d6e-e11296de02b8/download,Population Estimates Detailed.zip,2026-08-19T16:02:21.258056,2026-08-19T16:03:27.252918,0,B,ZIP,,,,UK Open Government Licence (OGL),"Annual publication of mid-year population estimates by age and sex as at 30 June every year for 2011 Data Zones. <br/><br/>[Population estimates based on 2001 data zones](http://statistics.gov.scot/data/population-estimates-historical-geographic-boundaries) are also available, but are no longer updated. <br/><br/>Data zones are the small area geography used by the Scottish Government to allow statistics to be available across a number of policy areas. Data zones were initially set up to nest within council area boundaries and to have a population of between 500 and 1,000 household residents. As much as possible, data zones were set up to contain households with similar social characteristics and to take into consideration physical boundaries. More information on data zone geography can be found on the [Scottish Government](http://www.gov.scot/Publications/2004/02/18917/33243) website. There are 6,976 data zones in Scotland. <br/><br/>Following the 2011 Census the Scottish Government completed a consultation on the redrawing of data zone boundary and finalised the new data zones. 2011 Data Zones were published at the end of 2014.<br/><br/>Population for higher geographies can be aggregated from the population estimates for 2011 Data Zones.<br/><br/>This data is also available by single year of age on the NRS website.  These breakdowns are available for [Scotland and its council areas](https://www.nrscotland.gov.uk/statistics-and-data/statistics/statistics-by-theme/population/population-estimates/mid-year-population-estimates), as well as for [2011 data zones](https://www.nrscotland.gov.uk/statistics-and-data/statistics/statistics-by-theme/population/population-estimates/2011-based-special-area-population-estimates/small-area-population-estimates) and [other geographies](https://www.nrscotland.gov.uk/statistics-and-data/statistics/statistics-by-theme/population/population-estimates/2011-based-special-area-population-estimates).<br/>"
Population Estimates (Historical Geographic Boundaries),National Records of Scotland,https://data.gov.scot/dataset/population_estimates__historical_geographic_boundaries_,https://api.data.gov.scot/resource/4b799a1b-38b4-4621-8461-2c716263cb1d/download,population-estimates-historical-geographic-boundaries.csv,2026-08-20T16:27:31.557736,2026-08-20T16:35:40.864298,0,B,CSV,,,,UK Open Government Licence (OGL),"Annual publication of mid-year population estimates by age and sex as at 30 June every year, where estimates for higher geographies are aggregated from 2001 Data Zones.<br/><br/>For population estimates for 2011 Data Zones, see [here](http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries)<br/><br/>Data zones are the small area geography used by Scottish Government to allow statistics to be available across a number of policy areas. The data zone geography covers the whole of Scotland. Data zones were initially set up to nest within council area boundaries and to have a population of between 500 and 1,000 household residents. As much as possible, data zones were set up to contain households with similar social characteristics and to take into consideration physical boundaries. More information on data zone geography can be found on the [Scottish Government](http://www.gov.scot/Publications/2004/02/18917/33243) website. <br/><br/>Following the 2011 Census the Scottish Government competed a consultation on the redrawing of data zone boundary and finalised the new data zones (2011 Data Zones) were published at the end of 2014.<br/><br/>Intermediate zones are built up from data zones. Intermediate zones are the statistical small geographical areas designed to contain a population of between 2,500 and 6,000 household residents. More information on intermediate geography can be found on the [Scottish Government](http://www.gov.scot/Publications/2005/02/20732/53081) website."
Population Estimates Summary (Current Geographic Boundaries),Scottish Government,https://data.gov.scot/dataset/population_estimates_summary__current_geographic_boundaries_,https://api.data.gov.scot/resource/121e4088-dee0-471e-af5e-111540ed558d/download,population-estimates-2011-datazone-linked-dataset.csv,2026-08-20T16:27:27.285669,2026-08-20T16:32:00.314728,0,B,CSV,,,,UK Open Government Licence (OGL),"Annual publication of mid-year population estimates by age and sex as at 30 June every year, where population for higher geographies is aggregated from the population estimates for 2011 Data Zones.<br/><br/>[Population estimates based on 2001 data zones](http://statistics.gov.scot/data/population-estimates-historical-geographic-boundaries) are also available, but are no longer updated. <br/><br/>Population estimates for mid-2012 to mid-2022 have been revised following Scotland's Census 2022. <br/><br/>Data zones are the small area geography used by the Scottish Government to allow statistics to be available across a number of policy areas. More information on data zone geography can be found on the [Scottish Government](http://www.gov.scot/Publications/2004/02/18917/33243) website. There are 6,976 data zones in Scotland.<br/><br/>There are 1,235 intermediate zones in Scotland. [More information on intermediate zones](https://www.spatialdata.gov.scot/geonetwork/srv/api/records/389787c0-697d-4824-9ca9-9ce8cb79d6f5) can be found on the SpatialData.gov.scot Metadata Portal. <br/><br/>This data is also available by single year of age on the NRS website.  These breakdowns are available for [Scotland and its council areas](https://www.nrscotland.gov.uk/statistics-and-data/statistics/statistics-by-theme/population/population-estimates/mid-year-population-estimates), as well as for [2011 data zones](https://www.nrscotland.gov.uk/statistics-and-data/statistics/statistics-by-theme/population/population-estimates/2011-based-special-area-population-estimates/small-area-population-estimates) and [other geographies](https://www.nrscotland.gov.uk/statistics-and-data/statistics/statistics-by-theme/population/population-estimates/2011-based-special-area-population-estimates).<br/><br/>The NRS website has [more information on population statistics](https://www.nrscotland.gov.uk/statistics-and-data/statistics/statistics-by-theme/population/population-estimates/mid-year-population-estimates)."
Population Estimates: Young and Old,Scottish Government,https://data.gov.scot/dataset/population_estimates__young_and_old,https://api.data.gov.scot/resource/129732db-f81e-4165-9d96-eaa8f9c2d898/download,population-estimates-young-and-old.csv,2026-08-20T16:27:35.930520,2026-08-20T16:31:05.216268,0,B,CSV,,,,UK Open Government Licence (OGL),"This dataset presents population estimates for people who are young (under 16 years), old (70 years and over) and very old (85 years and over).<br/><br/>Population estimates for mid-2012 to mid-2022 have been revised following Scotland's Census 2022. <br/><br/>For more information on [population statistics](https://www.nrscotland.gov.uk/statistics-and-data/statistics/statistics-by-theme/population/population-estimates/mid-year-population-estimates), please see the NRS website.<br/><br/>[Small area population population estimates](https://www.nrscotland.gov.uk/statistics-and-data/statistics/statistics-by-theme/population/population-estimates/2011-based-special-area-population-estimates/small-area-population-estimates) are available on the NRS website."
Population living in close proximity to a derelict site,Scottish Government,https://data.gov.scot/dataset/population_living_in_close_proximity_to_a_derelict_site,https://api.data.gov.scot/resource/36ba621f-e3d5-42a4-9d90-d7ac79c6c4ef/download,proximity-to-derelict-site.csv,2026-08-20T16:42:40.655299,2026-08-20T16:45:40.064678,0,B,CSV,,,,UK Open Government Licence (OGL),"This is an indicator using results obtained from the voluntary Scottish Vacant and Derelict Land Survey (SVDLS). This survey is run annually and data is collected from Scotland's 32 local authorities. <br/><br/>Derelict land (and buildings) is that which has been so damaged by development or use that it is incapable of being developed for beneficial use without rehabilitation, and which is not being used for either the purpose for which it is held, or for a use acceptable in a local plan. <br/><br/>To measure the number of people that live within 500m of any Derelict site, a national data set was constructed that estimated the population of each property identified as likely to be residential in Ordnance Survey's latest Address-Point data set. For each property in the Address-Point based dataset, the distance to the nearest derelict site boundary was calculated (all boundaries estimated on the basis of site centriod grid reference and overall site size). This highlights those properties within 500m of a derelict site. Those properties' estimated populations were then aggregated up by datazone to give a number for each datazone's population estimated to live within 500m of any derelict site. Each datazone's total population was controlled to equal the latest Mid-Year population estimates published by National Records of of Scotland. This indicator relates to the proportion living in proximity to any derelict site. It is not a measure of exposure. <br/><br/>Further information from the Scottish Vacant & Derelict Land Survey can be found at [http://www.scotland.gov.uk/Topics/Statistics/Browse/Planning/Publications](http://www.scotland.gov.uk/Topics/Statistics/Browse/Planning/Publications)"
Population of Settlements and Localities 2020,Scottish Government,https://data.gov.scot/dataset/population_of_settlements_and_localities_2020,https://api.data.gov.scot/resource/41922f89-8a2d-4c8e-b225-4a1fc1da3231/download,population-of-settlements-and-localities-2020.csv,2026-08-13T08:53:39.086443,2026-08-13T08:54:54.548547,0,B,CSV,,,,UK Open Government Licence (OGL),"These statistics provide population estimates for the settlements and localities of Scotland as at mid-2020. Settlements and localities are groups of adjacent, high-density postcodes whose combined population rounds to 500 people or more. They are separated by low-density postcodes. More information can be found in the [methodology guide](https://www.nrscotland.gov.uk/statistics-and-data/statistics/statistics-by-theme/population/population-estimates/settlements-and-localities).<br/>"
Population Projections (2016-based),National Records of Scotland,https://data.gov.scot/dataset/population_projections__2016_based_,https://api.data.gov.scot/resource/c2a64c41-e008-4b2a-b464-7cefa3b05b7f/download,population-projections.csv,2026-08-13T15:41:07.202700,2026-08-13T15:42:43.268608,0,B,CSV,,,,UK Open Government Licence (OGL),"2016-based population projections for Scotland and Scottish areas, by sex and age group. [More up-to-date population projections, based on 2018 population estimates, are available](http://statistics.gov.scot/data/population-projections-2018-based).<br/><br/><br/>Please note that the following variants are only available at national level for Scotland:<br/><br/>EU migration 150%,  <br/>EU migration 50%, <br/>EU migration Zero,  <br/>Natural Change Only,  <br/>Population - High,  <br/>Population - Low. <br/><br/>The rest of the variants are available for all areas.<br/><br/><br/>A projection is a calculation showing what happens under certain assumptions about future fertility, mortality and migration. The assumptions are based on past trends and do not take account of any future changes that may occur as a result of policy initiatives but may reflect the past impact of policy and economic changes. These projections are not, therefore, forecasts of what the government expects to happen based on policy.<br/><br/>The projections are based on the most recently available mid-year population estimates and a set of underlying demographic assumptions regarding future fertility, mortality and migration.<br/><br/>The principal projection is the main figure. Variant projections are produced to give an indication of the inherent uncertainty of demographic behaviour. <br/><br/>Three additional alternative variants showing what might happen if future levels of EU migration are higher, lower or zero have also been produced for Scotland only. These additional variants do not have National Statistics Status, and the assumptions for these variants have not been subject to the same rigorous quality assurance and assessment process as the other variants.<br/><br/>For more information on population statistics, please see the NRS website here: [https://www.nrscotland.gov.uk/statistics-and-data/statistics/statistics-by-theme/population](https://www.nrscotland.gov.uk/statistics-and-data/statistics/statistics-by-theme/population)<br/><br/>Single year of age population projections data for Scotland are available on the NRS website here: [https://www.nrscotland.gov.uk/statistics-and-data/statistics/statistics-by-theme/population/population-projections/population-projections-scotland/2016-based]( https://www.nrscotland.gov.uk/statistics-and-data/statistics/statistics-by-theme/population/population-projections/population-projections-scotland/2016-based)<br/>Single year of age population projections data for Scottish areas are available on the NRS website here: [https://www.nrscotland.gov.uk/statistics-and-data/statistics/statistics-by-theme/population/population-projections/sub-national-population-projections/2016-based]( https://www.nrscotland.gov.uk/statistics-and-data/statistics/statistics-by-theme/population/population-projections/sub-national-population-projections/2016-based)<br/>"
Population Projections (2018-based),National Records of Scotland,https://data.gov.scot/dataset/population_projections__2018_based_,https://api.data.gov.scot/resource/8f345974-1d1c-4837-8751-695235108ec8/download,population-projections-2018-based.csv,2026-08-13T10:30:22.879484,2026-08-13T10:31:56.723715,0,B,CSV,,,,UK Open Government Licence (OGL),"2018-based population projections for Scotland by sex and age group.<br/><br/>A projection is a calculation showing what happens under certain assumptions about future fertility, mortality and migration. The assumptions are based on past trends and do not take account of any future changes that may occur as a result of policy initiatives but may reflect the past impact of policy and economic changes. These projections are not, therefore, forecasts of what the government expects to happen based on policy.<br/><br/>The projections are based on the most recently available mid-year population estimates and a set of underlying demographic assumptions regarding future fertility, mortality and migration.<br/><br/>The principal projection is the main figure. Variant projections are produced to give an indication of the inherent uncertainty of demographic behaviour. <br/><br/>Two additional alternative variants showing what might happen if future levels of EU migration are lower have also been produced. These additional variants do not have National Statistics status, and the assumptions for these variants have not been subject to the same assessment process as the other variants.<br/><br/>For more information on population statistics, please see the NRS website here: [https://www.nrscotland.gov.uk/statistics-and-data/statistics/statistics-by-theme/population](https://www.nrscotland.gov.uk/statistics-and-data/statistics/statistics-by-theme/population)<br/><br/>Single year of age population projections data for Scotland are available on the NRS website here: [https://www.nrscotland.gov.uk/statistics-and-data/statistics/statistics-by-theme/population/population-projections/population-projections-scotland/2018-based]( https://www.nrscotland.gov.uk/statistics-and-data/statistics/statistics-by-theme/population/population-projections/population-projections-scotland/2018-based)<br/>"
Population Projections (2020-based) [updated],National Records of Scotland,https://data.gov.scot/dataset/population_projections__2020_based___updated_,https://api.data.gov.scot/resource/f39adcad-6d86-496c-ba1c-df9670fceb8f/download,population-projections-2020-based-updated.csv,2026-08-13T15:33:46.812795,2026-08-13T15:34:49.707157,0,B,CSV,,,,UK Open Government Licence (OGL),"2020-based population projections for Scotland by sex and age group.<br/><br/>*Please note that the Office for National Statistics (ONS) have produced new variant population projections using new international migration assumptions. They were published on 27 January 2023. New assumptions were developed following the latest expert advice and latest provisional estimates of international migration.*<br/><br/>*ONS and NRS advise users to use these new [2020-based interim national population projections: estimated international migration variant](https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationprojections/datasets/2020basedinterimnationalpopulationprojectionsyearendingjune2022estimatedinternationalmigrationvariant) (which include figures for Scotland) instead of the [2020-based interim national population projections](https://www.nrscotland.gov.uk/statistics-and-data/statistics/statistics-by-theme/population/population-projections/population-projections-scotland/2020-based/2020-based-unrevised) published in January 2022. This is because this release includes more recent estimates of international migration in the averages used to calculate the short- and long-term international migration assumptions.*<br/><br/>*More information on the impact and key changes in the latest update (international migration variant) can be found on the [NRS website](https://www.nrscotland.gov.uk/statistics-and-data/statistics/statistics-by-theme/population/population-projections/population-projections-scotland/2020-based).*<br/><br/><br/>A projection is a calculation showing what happens under certain assumptions about future fertility, mortality and migration. The assumptions are based on past trends and do not take account of any future changes that may occur as a result of policy initiatives but may reflect the past impact of policy and economic changes. These projections are not, therefore, forecasts of what the government expects to happen based on policy.<br/><br/>The projections are based on mid-year population estimates and a set of underlying demographic assumptions regarding future fertility, mortality and migration. <br/><br/>For more information on population statistics, please see the NRS website here: [https://www.nrscotland.gov.uk/statistics-and-data/statistics/statistics-by-theme/population](https://www.nrscotland.gov.uk/statistics-and-data/statistics/statistics-by-theme/population). <br/><br/>Single year of age population projections data for Scotland are available on the [NRS website](https://www.nrscotland.gov.uk/statistics-and-data/statistics/statistics-by-theme/population/population-projections/population-projections-scotland/2020-based/2020-based-unrevised) for principal projections, and the [ONS website](https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationprojections/bulletins/nationalpopulationprojections/2020basedinterim) for the international migration variant."
