,Title,Owner,PageURL,AssetURL,DateCreated,DateUpdated,FileSize,FileSizeUnit,FileType,NumRecords,OriginalTags,ManualTags,License,Description,Source,AssetStatus,FileSizeBytes,FileSizeBins
96,Adult Fitness Classes,Dundee City,https://data.dundeecity.gov.uk/dataset/adult-fitness-classes,https://data.dundeecity.gov.uk/dataset/26794466-d94a-4b8e-8097-6172b97d5977/resource/ebce62a0-9840-4b06-9855-30bafadbbe79/download/lacd-fitness-class-locations.csv,2018-01-23,2019-03-19,2022.0,B,CSV,,health and fitness,nan,Open Government Licence 3.0 (United Kingdom),"[LACD Group Exercise](http://www.leisureandculturedundee.com/leisure/onlinebooking) offers a variety of benefits you could miss out on if you chose to work out on your own. Some of the benefits include; exposure to a fun and sociable environment, a safe and effective workout program, a consistent exercise timetable, and a workout that requires no prior exercise knowledge or experience. Our classes are structured with a purpose and are beneficial for people with limited knowledge about safe and effective exercise programming. Our specifically designed classes include warm-ups, cool-downs and flexibility in addition to the conditioning section. 
 
We have a large, diverse and multi-skilled team of highly qualified fitness professionals, who are sure to help you achieve your goal. They will also serve as a resource for class participants and can encourage you to engage in other healthy living programs LACD offer outside of class. 
From as little as £29.00 a month our platinum membership offers you unlimited access to our Fitness Studios, Swimming Pools, Steam Room, Sauna Suites and the largest Group Exercise Program within the local area. Our Group Exercise timetable offers over 120 classes, 38 different disciplines with varied intensity levels, 7 days a week and we have 8 different fantastic venues throughout Dundee to choose from. Regardless of ability we really do have something for everyone! 
 
[Leisureactive](http://www.leisureandculturedundee.com/leisure/leisure-active) is the exciting membership scheme run by LACD working in partnership with Dundee City Council. It provides fantastic value for money services in Olympia, Lochee Swim & Sports Centre, Dundee International Sports Centre (DISC), Douglas Sports Centre, Lynch Sports Centre, Grove Swim and Sport Centre, Harris Swim and Sport Centre and St Paul's Swim and Sport Centre. 
 
All this designed for one purpose! Achieve your goal!",ckan API,True,2022.0,1-10KB
97,Air Quality,Dundee City,https://data.dundeecity.gov.uk/dataset/air-quality,http://inspire.dundeecity.gov.uk/geoserver/inspire/wfs?version=2.0.0&service=wfs&request=GetFeature&typeName=inspire:AQ01_MONITORING_SITES&outputFormat=csv,2018-02-12,2019-03-19,18125.0,B,CSV,,environment;air quality monitoring;air quality,nan,Open Government Licence 3.0 (United Kingdom),"Of the seven pollutants contained in the Air Quality Standards, currently only two of these are routinely monitored in Dundee. These are:

* Nitrogen dioxide (NO2), and
* Particulate Matter (PM10)

Air quality monitored using continuous automatic analysers and/or diffusion tubes. 

Visit the Air Quality section of the Dundee City Council [website](https://www.dundeecity.gov.uk/service-area/neighbourhood-services/community-safety-and-protection/air-quality-dundee) for more information on air quality in Dundee. 
",ckan API,True,18125.0,10-100KB
98,Air Quality,Dundee City,https://data.dundeecity.gov.uk/dataset/air-quality,http://www.scottishairquality.co.uk/latest/summary?view=la,2018-02-12,2019-03-19,40599.0,B,HTML,,environment;air quality monitoring;air quality,nan,Open Government Licence 3.0 (United Kingdom),"Of the seven pollutants contained in the Air Quality Standards, currently only two of these are routinely monitored in Dundee. These are:

* Nitrogen dioxide (NO2), and
* Particulate Matter (PM10)

Air quality monitored using continuous automatic analysers and/or diffusion tubes. 

Visit the Air Quality section of the Dundee City Council [website](https://www.dundeecity.gov.uk/service-area/neighbourhood-services/community-safety-and-protection/air-quality-dundee) for more information on air quality in Dundee. 
",ckan API,True,40599.0,10-100KB
99,Air Quality,Dundee City,https://data.dundeecity.gov.uk/dataset/air-quality,https://data.dundeecity.gov.uk/dataset/832dec46-1a16-4dd0-a30c-606bb1ecc9c1/resource/3afa4345-b158-4e4f-a4e5-02f596fec9fa/download/copy-of-2017-dcc-pdt-data-summary-copy.csv,2018-02-12,2019-03-19,14263.0,B,CSV,,environment;air quality monitoring;air quality,nan,Open Government Licence 3.0 (United Kingdom),"Of the seven pollutants contained in the Air Quality Standards, currently only two of these are routinely monitored in Dundee. These are:

* Nitrogen dioxide (NO2), and
* Particulate Matter (PM10)

Air quality monitored using continuous automatic analysers and/or diffusion tubes. 

Visit the Air Quality section of the Dundee City Council [website](https://www.dundeecity.gov.uk/service-area/neighbourhood-services/community-safety-and-protection/air-quality-dundee) for more information on air quality in Dundee. 
",ckan API,True,14263.0,10-100KB
100,Allotments,Dundee City,https://data.dundeecity.gov.uk/dataset/allotments,http://inspire.dundeecity.gov.uk/geoserver/opendata/wfs?version=2.0.0&service=wfs&request=GetFeature&typeName=opendata:ALLOTMENTS&outputFormat=csv,2018-04-16,2019-03-19,22765.0,B,CSV,,allotment,nan,Open Government Licence 3.0 (United Kingdom),"Allotments are plots of land that are rented by individuals or organisations for the purpose of growing fruit, vegetables and/or flowers. There are several allotment sites in Dundee but not all of them are run by the council itself. Dundee City Council has four sites: Arklay Terrace, Ancrum Road, Magdalen Green and Macaulay St. All the others are either private or devolved sites and are therefore responsible for their own charges and waiting lists so should be contacted directly. If you wish to be placed on the waiting list for a DCC allotment plot, please email environment@dundeecity.gov.uk Allotment charges are currently set at £5.10 (£4.10 concession) per annum per pole (a unit of area of about 25 m2). Allotment sizes vary slightly so the total cost is different for each plot but a full size plot averages 10 poles and would therefore cost about £51 per year.",ckan API,True,22765.0,10-100KB
101,Allotments,Dundee City,https://data.dundeecity.gov.uk/dataset/allotments,http://inspire.dundeecity.gov.uk/geoserver/opendata/wfs?version=2.0.0&service=wfs&request=GetFeature&typeName=opendata:ALLOTMENTS&outputFormat=SHAPE-ZIP,2018-04-16,2019-03-19,7849.0,B,ZIP,,allotment,nan,Open Government Licence 3.0 (United Kingdom),"Allotments are plots of land that are rented by individuals or organisations for the purpose of growing fruit, vegetables and/or flowers. There are several allotment sites in Dundee but not all of them are run by the council itself. Dundee City Council has four sites: Arklay Terrace, Ancrum Road, Magdalen Green and Macaulay St. All the others are either private or devolved sites and are therefore responsible for their own charges and waiting lists so should be contacted directly. If you wish to be placed on the waiting list for a DCC allotment plot, please email environment@dundeecity.gov.uk Allotment charges are currently set at £5.10 (£4.10 concession) per annum per pole (a unit of area of about 25 m2). Allotment sizes vary slightly so the total cost is different for each plot but a full size plot averages 10 poles and would therefore cost about £51 per year.",ckan API,True,7849.0,1-10KB
102,Allotments,Dundee City,https://data.dundeecity.gov.uk/dataset/allotments,http://inspire.dundeecity.gov.uk/geoserver/opendata/wfs?version=2.0.0&service=wfs&request=GetFeature&typeName=opendata:ALLOTMENTS&outputFormat=json,2018-04-16,2019-03-19,33957.0,B,GEOJSON,,allotment,nan,Open Government Licence 3.0 (United Kingdom),"Allotments are plots of land that are rented by individuals or organisations for the purpose of growing fruit, vegetables and/or flowers. There are several allotment sites in Dundee but not all of them are run by the council itself. Dundee City Council has four sites: Arklay Terrace, Ancrum Road, Magdalen Green and Macaulay St. All the others are either private or devolved sites and are therefore responsible for their own charges and waiting lists so should be contacted directly. If you wish to be placed on the waiting list for a DCC allotment plot, please email environment@dundeecity.gov.uk Allotment charges are currently set at £5.10 (£4.10 concession) per annum per pole (a unit of area of about 25 m2). Allotment sizes vary slightly so the total cost is different for each plot but a full size plot averages 10 poles and would therefore cost about £51 per year.",ckan API,True,33957.0,10-100KB
103,Allotments,Dundee City,https://data.dundeecity.gov.uk/dataset/allotments,http://inspire.dundeecity.gov.uk/geoserver/opendata/wms?service=WMS&version=1.3.0&request=getCapabilities,2018-04-16,2019-03-19,11244.0,B,WMS,,allotment,nan,Open Government Licence 3.0 (United Kingdom),"Allotments are plots of land that are rented by individuals or organisations for the purpose of growing fruit, vegetables and/or flowers. There are several allotment sites in Dundee but not all of them are run by the council itself. Dundee City Council has four sites: Arklay Terrace, Ancrum Road, Magdalen Green and Macaulay St. All the others are either private or devolved sites and are therefore responsible for their own charges and waiting lists so should be contacted directly. If you wish to be placed on the waiting list for a DCC allotment plot, please email environment@dundeecity.gov.uk Allotment charges are currently set at £5.10 (£4.10 concession) per annum per pole (a unit of area of about 25 m2). Allotment sizes vary slightly so the total cost is different for each plot but a full size plot averages 10 poles and would therefore cost about £51 per year.",ckan API,True,11244.0,10-100KB
104,Allotments,Dundee City,https://data.dundeecity.gov.uk/dataset/allotments,http://inspire.dundeecity.gov.uk/geoserver/opendata/wfs?service=WFS&version=1.1.0&request=getCapabilities,2018-04-16,2019-03-19,21862.0,B,WFS,,allotment,nan,Open Government Licence 3.0 (United Kingdom),"Allotments are plots of land that are rented by individuals or organisations for the purpose of growing fruit, vegetables and/or flowers. There are several allotment sites in Dundee but not all of them are run by the council itself. Dundee City Council has four sites: Arklay Terrace, Ancrum Road, Magdalen Green and Macaulay St. All the others are either private or devolved sites and are therefore responsible for their own charges and waiting lists so should be contacted directly. If you wish to be placed on the waiting list for a DCC allotment plot, please email environment@dundeecity.gov.uk Allotment charges are currently set at £5.10 (£4.10 concession) per annum per pole (a unit of area of about 25 m2). Allotment sizes vary slightly so the total cost is different for each plot but a full size plot averages 10 poles and would therefore cost about £51 per year.",ckan API,True,21862.0,10-100KB
105,Bi-annual complaints by category,Dundee City,https://data.dundeecity.gov.uk/dataset/bi-annual-complaints-by-category,https://data.dundeecity.gov.uk/dataset/41e1205d-ab77-49cb-ae49-941a2e964269/resource/4608b93b-bb4f-400d-a11c-5f1e7a92bc4c/download/complaints-by-nature-data-series.csv,2018-01-31,2022-02-10,1266.0,B,CSV,,complaints,nan,Open Government Licence 3.0 (United Kingdom),The percentage of complaints recorded by the Council in each six month period in each of the categories included in the model Complaint Handling Procedure in Local Authorities.,ckan API,True,1266.0,1-10KB
106,Bicycle Parking,Dundee City,https://data.dundeecity.gov.uk/dataset/bicycle-parking,https://gist.githubusercontent.com/anonymous/39196dcb0e7fc9288313dbcce0d0da68/raw/8af22904c4a32d9e97afee64f44376ca6b52b3e9/overpass.geojson,2017-09-23,2017-10-25,50814.0,B,GEOJSON,,transport,nan,Open Data Commons Open Database License 1.0,"The Council's Active Travel team conducted a survey of bicycle parking in 2015, with the results used to add or update cycle parking in [OpenStreetMap](https://www.openstreetmap.org). 

This dataset is an extract of the current cycle parking in OpenStreetMap. If you see a facility missing or would like to update any of the information you can do this on OpenStreetMap yourself. ",ckan API,True,50814.0,10-100KB
107,Bicycle Parking,Dundee City,https://data.dundeecity.gov.uk/dataset/bicycle-parking,https://www.openstreetmap.org/#map=13/56.4753/-2.9480&layers=C,2017-09-23,2017-10-25,14106.0,B,HTML,,transport,nan,Open Data Commons Open Database License 1.0,"The Council's Active Travel team conducted a survey of bicycle parking in 2015, with the results used to add or update cycle parking in [OpenStreetMap](https://www.openstreetmap.org). 

This dataset is an extract of the current cycle parking in OpenStreetMap. If you see a facility missing or would like to update any of the information you can do this on OpenStreetMap yourself. ",ckan API,True,14106.0,10-100KB
108,Bin Sensor Returns,Dundee City,https://data.dundeecity.gov.uk/dataset/bin-sensor-returns,https://data.dundeecity.gov.uk/dataset/5faf6946-2365-4e02-b69a-2a943aa09331/resource/f649cf9a-23e1-438d-9129-15c5ee10a747/download/bin-sensor-locations.csv,2018-06-08,2019-03-19,14256.0,B,CSV,,waste,nan,Open Government Licence 3.0 (United Kingdom),Data for bins with attached sensors. ,ckan API,True,14256.0,10-100KB
109,Bin Sensor Returns,Dundee City,https://data.dundeecity.gov.uk/dataset/bin-sensor-returns,https://data.dundeecity.gov.uk/dataset/5faf6946-2365-4e02-b69a-2a943aa09331/resource/7ed9bb3b-b832-4756-a1ab-3554c622d43a/download/number-of-collections-sensors-may-2018.csv,2018-06-08,2019-03-19,16958.0,B,CSV,,waste,nan,Open Government Licence 3.0 (United Kingdom),Data for bins with attached sensors. ,ckan API,True,16958.0,10-100KB
110,Bin Sensor Returns,Dundee City,https://data.dundeecity.gov.uk/dataset/bin-sensor-returns,https://data.dundeecity.gov.uk/dataset/5faf6946-2365-4e02-b69a-2a943aa09331/resource/7c89cdd5-5a97-4d72-bb19-e024c7e12323/download/number-of-collections-sensors-june-2018.csv,2018-06-08,2019-03-19,25244.0,B,CSV,,waste,nan,Open Government Licence 3.0 (United Kingdom),Data for bins with attached sensors. ,ckan API,True,25244.0,10-100KB
111,Bin Sensor Returns,Dundee City,https://data.dundeecity.gov.uk/dataset/bin-sensor-returns,https://data.dundeecity.gov.uk/dataset/5faf6946-2365-4e02-b69a-2a943aa09331/resource/63db5f04-52c7-4c71-8e8a-bdc60d4f92af/download/fullness-levels-of-sensors-june-2018_2.csv,2018-06-08,2019-03-19,30338.0,B,CSV,,waste,nan,Open Government Licence 3.0 (United Kingdom),Data for bins with attached sensors. ,ckan API,True,30338.0,10-100KB
112,Bin Sensor Returns,Dundee City,https://data.dundeecity.gov.uk/dataset/bin-sensor-returns,https://data.dundeecity.gov.uk/dataset/5faf6946-2365-4e02-b69a-2a943aa09331/resource/5d6ff425-4208-46f3-acee-5bed7d365a05/download/fullness-level-of-bins-may-2018.csv,2018-06-08,2019-03-19,15663.0,B,CSV,,waste,nan,Open Government Licence 3.0 (United Kingdom),Data for bins with attached sensors. ,ckan API,True,15663.0,10-100KB
113,Camperdown Wildlife Centre Diet Sheets,Dundee City,https://data.dundeecity.gov.uk/dataset/camperdown-wildlife-centre-diet-sheets,https://data.dundeecity.gov.uk/dataset/f081c69e-9a02-4f51-8eeb-2072f6ab41a3/resource/00ca93c9-163f-4e3b-bfa1-cb2073da51db/download/animal-diets-wolf-section.xlsx,2018-05-02,2019-03-19,1737752.0,B,XLSX,,animal,nan,Open Government Licence 3.0 (United Kingdom),Diet sheets for animals at Camperdown Wildlife Centre. Diets are subject to change. More information about the animals at Camperdown can be found on their [website](http://www.camperdownwildlifecentre.com/),ckan API,True,1737752.0,1-10MB
114,Camperdown Wildlife Centre Diet Sheets,Dundee City,https://data.dundeecity.gov.uk/dataset/camperdown-wildlife-centre-diet-sheets,https://data.dundeecity.gov.uk/dataset/f081c69e-9a02-4f51-8eeb-2072f6ab41a3/resource/77f1d861-9a34-4239-ae0b-f3ef6a225688/download/animal-diets-gibbons-section.xlsx,2018-05-02,2019-03-19,2538879.0,B,XLSX,,animal,nan,Open Government Licence 3.0 (United Kingdom),Diet sheets for animals at Camperdown Wildlife Centre. Diets are subject to change. More information about the animals at Camperdown can be found on their [website](http://www.camperdownwildlifecentre.com/),ckan API,True,2538879.0,1-10MB
115,Camperdown Wildlife Centre Diet Sheets,Dundee City,https://data.dundeecity.gov.uk/dataset/camperdown-wildlife-centre-diet-sheets,https://data.dundeecity.gov.uk/dataset/f081c69e-9a02-4f51-8eeb-2072f6ab41a3/resource/82725c41-300a-48be-a577-6b25f0435219/download/animal-diets-bear-section.xlsx,2018-05-02,2019-03-19,2023259.0,B,XLSX,,animal,nan,Open Government Licence 3.0 (United Kingdom),Diet sheets for animals at Camperdown Wildlife Centre. Diets are subject to change. More information about the animals at Camperdown can be found on their [website](http://www.camperdownwildlifecentre.com/),ckan API,True,2023259.0,1-10MB
116,Common Good Fund,Dundee City,https://data.dundeecity.gov.uk/dataset/common-good-fund,https://data.dundeecity.gov.uk/dataset/a81848fd-7b66-454c-aab5-915a149025cb/resource/61ad4749-d702-4c17-81b3-79a6ed85f67e/download/360-giving-dundeecommongooddata.csv,2018-03-01,2019-03-19,14624.0,B,CSV,,grants,nan,Open Government Licence 3.0 (United Kingdom),"Awards and recipients of the Common Good Fund. The Common Good Fund is managed by Dundee City Council on behalf of Dundee communities to provide funding to a wide range of activities that are beneficial to the interests of the inhabitants (including individuals or groups of people) of the former Royal Burgh. Applications are open to constituted groups, local community groups, third sector, public sector and private sector bodies.

Using the 360Giving data standard, our awarded grants are available in CSV format here. Other organisations using the standard and their associated data can be found on the [360Giving](http://www.threesixtygiving.org/) website.",ckan API,True,14624.0,10-100KB
117,Common Good Fund,Dundee City,https://data.dundeecity.gov.uk/dataset/common-good-fund,https://data.dundeecity.gov.uk/dataset/a81848fd-7b66-454c-aab5-915a149025cb/resource/7e075e49-91e6-4c16-95c3-065b2bd14888/download/common-good-fund.json,2018-03-01,2019-03-19,49412.0,B,JSON,,grants,nan,Open Government Licence 3.0 (United Kingdom),"Awards and recipients of the Common Good Fund. The Common Good Fund is managed by Dundee City Council on behalf of Dundee communities to provide funding to a wide range of activities that are beneficial to the interests of the inhabitants (including individuals or groups of people) of the former Royal Burgh. Applications are open to constituted groups, local community groups, third sector, public sector and private sector bodies.

Using the 360Giving data standard, our awarded grants are available in CSV format here. Other organisations using the standard and their associated data can be found on the [360Giving](http://www.threesixtygiving.org/) website.",ckan API,True,49412.0,10-100KB
118,Contract Register,Dundee City,https://data.dundeecity.gov.uk/dataset/contract-register,https://www.publiccontractsscotland.gov.uk/Contracts/Contracts_Search.aspx?AuthID=AA00220,2018-01-25,2018-01-30,64388.0,B,HTML,,procurement,nan,Open Government Licence 3.0 (United Kingdom),"Current contract register, containing details of contract opportunities with Dundee City Council. Link to Public Contracts Scotland, the electronic national contracts advertising portal.",ckan API,True,64388.0,10-100KB
119,Dog Bins,Dundee City,https://data.dundeecity.gov.uk/dataset/dog-bins,https://data.dundeecity.gov.uk/dataset/a0bd7c32-7147-4e19-9e54-5c73607e3875/resource/09605904-7402-404c-9287-023293461a39/download/dog-bins-locations.csv,2018-06-07,2019-03-19,167684.0,B,CSV,,waste,nan,Open Government Licence 3.0 (United Kingdom),"Dundee City Council actively encourages dog owners to act responsibly and clear up after their dog. The Council currently issues around 4 million dog bags a year which are available from [Council offices](https://www.dundeecity.gov.uk/service-area/neighbourhood-services/environment/dog-bags) as well as many other outlets throughout the city. We also have in excess of 1300 dog waste bins which annually collects approximately 180 tonnes of dog waste. This dataset provides the locations of dog bins within Dundee City. This dataset is subject to change. 

Visit the Dundee City Council website to find out more about [dog fouling](https://www.dundeecity.gov.uk/service-area/neighbourhood-services/community-safety-and-protection/dog-fouling) in the city, as well as other [street cleansing](https://www.dundeecity.gov.uk/service-area/neighbourhood-services/environment/street-cleansing) information.

",ckan API,True,167684.0,0.1-1MB
120,Dundee Farmers' Market Traders,Dundee City,https://data.dundeecity.gov.uk/dataset/dundee-farmer-s-market-traders,https://data.dundeecity.gov.uk/dataset/1e5bb249-f372-4903-aeb9-a7e1fbaae8aa/resource/7a8fed82-f4ea-4b19-9ae1-c593a39140a9/download/list-of-traders.csv,2018-02-19,2019-03-19,2840.0,B,CSV,,food,nan,Open Government Licence 3.0 (United Kingdom),"Dundee Farmers' Market takes place on the third Saturday of the month starting 17th February 2018 until 15th December 2018. The Market is located in City Square and operates from 9.00am to 4.00pm. 

The Market provides a showcase for a wide range of locally cultivated produce, with everything from organic vegetables to fresh eggs, and baking to beef.

For more information: 01382 434548",ckan API,True,2840.0,1-10KB
121,Dundee Farmers' Market Traders,Dundee City,https://data.dundeecity.gov.uk/dataset/dundee-farmer-s-market-traders,https://data.dundeecity.gov.uk/dataset/1e5bb249-f372-4903-aeb9-a7e1fbaae8aa/resource/a9d743d3-bf76-4081-9c29-e88a9e1c3f01/download/list-of-markets-2018.csv,2018-02-19,2019-03-19,1283.0,B,CSV,,food,nan,Open Government Licence 3.0 (United Kingdom),"Dundee Farmers' Market takes place on the third Saturday of the month starting 17th February 2018 until 15th December 2018. The Market is located in City Square and operates from 9.00am to 4.00pm. 

The Market provides a showcase for a wide range of locally cultivated produce, with everything from organic vegetables to fresh eggs, and baking to beef.

For more information: 01382 434548",ckan API,True,1283.0,1-10KB
122,Dundee Monuments,Dundee City,https://data.dundeecity.gov.uk/dataset/dundee-monuments,https://data.dundeecity.gov.uk/dataset/f0ce136f-da5b-4d5d-a7a6-6fea9a913bbe/resource/75ec80d4-57e7-4696-a6e5-1011a30f7019/download/monuments_transformed.csv,2018-02-23,2019-03-19,7097.0,B,CSV,,sites and monuments,nan,Open Government Licence 3.0 (United Kingdom),"A list of monuments in Dundee. In this context, Dundee City Council defines a monument as: 

_'A statue, sculpture or structure erected in the public domain of Dundee City including public art.'_

This definition excludes: advertising kiosks; mosaics, decorative patterns and plaques at ground level or attached to buildings; information boards and augmented street lighting columns.

This is a growing data set with incomplete details. Know any monuments not on the list? We invite people to add to the dataset by [completing our online survey](https://survey123.arcgis.com/share/4eff890a79fb4c2d842d5972a7f31815).

",ckan API,True,7097.0,1-10KB
123,Energy Consumption of Schools,Dundee City,https://data.dundeecity.gov.uk/dataset/energy-consumption-of-schools,https://data.dundeecity.gov.uk/dataset/7027c35f-d6b6-4306-9e82-fd61dc1e2256/resource/96e14a3c-4828-49fd-a69a-057d8f99bc85/download/schools-energy-consumption-gas.csv,2018-03-13,2019-03-19,3126463.0,B,CSV,,energy,nan,Open Government Licence 3.0 (United Kingdom),"Energy usage recorded every half hour for primary and high schools in Dundee City. Data is given for gas and electricity usage and is the summation of readings taken from one or more meters within individual schools. To consider when looking at energy usage for individual schools: 

* School buildings and facilities noticeably vary. Some schools use older buildings which limit their energy efficiency. Some schools have swimming pools or other facilities that lead to a higher energy usage.
* School sizes differ considerably, as do the number of attending pupils and staff.
* Schools may be used during the evening and weekends for after-school clubs, community activities and other events. Schools may also be used in the mornings for breakfast clubs.
* Weather conditions affect the amount of energy used by schools.
* All the above factors and more can change the energy usage profile of the school and should be considered when viewing the data.",ckan API,True,3126463.0,1-10MB
124,Energy Consumption of Schools,Dundee City,https://data.dundeecity.gov.uk/dataset/energy-consumption-of-schools,https://data.dundeecity.gov.uk/dataset/7027c35f-d6b6-4306-9e82-fd61dc1e2256/resource/87e65e63-a756-4b7a-a8ea-4dfb751f8733/download/electricity-usage-130317-130318.csv,2018-03-13,2019-03-19,3546135.0,B,CSV,,energy,nan,Open Government Licence 3.0 (United Kingdom),"Energy usage recorded every half hour for primary and high schools in Dundee City. Data is given for gas and electricity usage and is the summation of readings taken from one or more meters within individual schools. To consider when looking at energy usage for individual schools: 

* School buildings and facilities noticeably vary. Some schools use older buildings which limit their energy efficiency. Some schools have swimming pools or other facilities that lead to a higher energy usage.
* School sizes differ considerably, as do the number of attending pupils and staff.
* Schools may be used during the evening and weekends for after-school clubs, community activities and other events. Schools may also be used in the mornings for breakfast clubs.
* Weather conditions affect the amount of energy used by schools.
* All the above factors and more can change the energy usage profile of the school and should be considered when viewing the data.",ckan API,True,3546135.0,1-10MB
125,Energy Consumption of Schools,Dundee City,https://data.dundeecity.gov.uk/dataset/energy-consumption-of-schools,https://data.dundeecity.gov.uk/dataset/7027c35f-d6b6-4306-9e82-fd61dc1e2256/resource/afb6b6e2-1c06-4645-abd1-d66a45cb49f8/download/schools-energy-consumption-gas-201617.csv,2018-03-13,2019-03-19,2978934.0,B,CSV,,energy,nan,Open Government Licence 3.0 (United Kingdom),"Energy usage recorded every half hour for primary and high schools in Dundee City. Data is given for gas and electricity usage and is the summation of readings taken from one or more meters within individual schools. To consider when looking at energy usage for individual schools: 

* School buildings and facilities noticeably vary. Some schools use older buildings which limit their energy efficiency. Some schools have swimming pools or other facilities that lead to a higher energy usage.
* School sizes differ considerably, as do the number of attending pupils and staff.
* Schools may be used during the evening and weekends for after-school clubs, community activities and other events. Schools may also be used in the mornings for breakfast clubs.
* Weather conditions affect the amount of energy used by schools.
* All the above factors and more can change the energy usage profile of the school and should be considered when viewing the data.",ckan API,True,2978934.0,1-10MB
126,Energy Consumption of Schools,Dundee City,https://data.dundeecity.gov.uk/dataset/energy-consumption-of-schools,https://data.dundeecity.gov.uk/dataset/7027c35f-d6b6-4306-9e82-fd61dc1e2256/resource/b2b26a6f-59fe-497b-a24f-0cb492499bb0/download/electricity-usage-120316-120317.csv,2018-03-13,2019-03-19,3490391.0,B,CSV,,energy,nan,Open Government Licence 3.0 (United Kingdom),"Energy usage recorded every half hour for primary and high schools in Dundee City. Data is given for gas and electricity usage and is the summation of readings taken from one or more meters within individual schools. To consider when looking at energy usage for individual schools: 

* School buildings and facilities noticeably vary. Some schools use older buildings which limit their energy efficiency. Some schools have swimming pools or other facilities that lead to a higher energy usage.
* School sizes differ considerably, as do the number of attending pupils and staff.
* Schools may be used during the evening and weekends for after-school clubs, community activities and other events. Schools may also be used in the mornings for breakfast clubs.
* Weather conditions affect the amount of energy used by schools.
* All the above factors and more can change the energy usage profile of the school and should be considered when viewing the data.",ckan API,True,3490391.0,1-10MB
127,Engage Dundee Consultation Results,Dundee City,https://data.dundeecity.gov.uk/dataset/engage-dundee-consultation-results,https://data.dundeecity.gov.uk/dataset/580f1406-01e2-4c4b-b865-1c49d15131e6/resource/e6f24705-c483-4544-a71d-dedd354b44ec/download/engage-dundee-scoring-comparison.csv,2018-01-31,2019-03-19,909.0,B,CSV,,community development,nan,Open Government Licence 3.0 (United Kingdom),"The Place Standard is used to evaluate the quality of a “place”. It can evaluate places that are well-established, undergoing change, or still being planned. The tool can also help users to identify their  priorities. This was one of the main methods used by Community Regeneration staff and partner organisations to inform the Engage Dundee consultation which was undertaken between June 2016 and March 2017.

Findings from the Engage Dundee consultation will directly inform the key priorities in Local Community Plans currently being developed in each multi-member Ward. The consultation was also used to identify priorities to inform the Local Outcome Improvement Plan and potentially how the new Community Infrastructure Fund is allocated.

The survey consisted of questions which cover both the physical and social elements of a “place.”. 

You can read more about the results in the [Engage Dundee summary leaflet](""http://www.dundeepartnership.co.uk/sites/default/files/Engage%20Dundee%20PR%20summary.pdf"").",ckan API,True,909.0,<1KB
128,Engage Dundee Consultation Results,Dundee City,https://data.dundeecity.gov.uk/dataset/engage-dundee-consultation-results,https://data.dundeecity.gov.uk/dataset/580f1406-01e2-4c4b-b865-1c49d15131e6/resource/2d14cb61-687c-40e9-95cf-95fa3e198bc6/download/engage_dundee_results.csv,2018-01-31,2019-03-19,297814.0,B,CSV,,community development,nan,Open Government Licence 3.0 (United Kingdom),"The Place Standard is used to evaluate the quality of a “place”. It can evaluate places that are well-established, undergoing change, or still being planned. The tool can also help users to identify their  priorities. This was one of the main methods used by Community Regeneration staff and partner organisations to inform the Engage Dundee consultation which was undertaken between June 2016 and March 2017.

Findings from the Engage Dundee consultation will directly inform the key priorities in Local Community Plans currently being developed in each multi-member Ward. The consultation was also used to identify priorities to inform the Local Outcome Improvement Plan and potentially how the new Community Infrastructure Fund is allocated.

The survey consisted of questions which cover both the physical and social elements of a “place.”. 

You can read more about the results in the [Engage Dundee summary leaflet](""http://www.dundeepartnership.co.uk/sites/default/files/Engage%20Dundee%20PR%20summary.pdf"").",ckan API,True,297814.0,0.1-1MB
129,Engage Dundee Consultation Results,Dundee City,https://data.dundeecity.gov.uk/dataset/engage-dundee-consultation-results,https://data.dundeecity.gov.uk/dataset/580f1406-01e2-4c4b-b865-1c49d15131e6/resource/9e569ae0-e4db-4867-83b3-53f9add2002a/download/engage_dundee_positiverepsonses_alltopics.csv,2018-01-31,2019-03-19,65673.0,B,CSV,,community development,nan,Open Government Licence 3.0 (United Kingdom),"The Place Standard is used to evaluate the quality of a “place”. It can evaluate places that are well-established, undergoing change, or still being planned. The tool can also help users to identify their  priorities. This was one of the main methods used by Community Regeneration staff and partner organisations to inform the Engage Dundee consultation which was undertaken between June 2016 and March 2017.

Findings from the Engage Dundee consultation will directly inform the key priorities in Local Community Plans currently being developed in each multi-member Ward. The consultation was also used to identify priorities to inform the Local Outcome Improvement Plan and potentially how the new Community Infrastructure Fund is allocated.

The survey consisted of questions which cover both the physical and social elements of a “place.”. 

You can read more about the results in the [Engage Dundee summary leaflet](""http://www.dundeepartnership.co.uk/sites/default/files/Engage%20Dundee%20PR%20summary.pdf"").",ckan API,True,65673.0,10-100KB
